,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
26,124911004-672,245000.0,11,Viseu,Viseu,Cavernães,40.7044234012378,-7.83229876273816,124911004-672,Moradia,"Descrição   Moradia T2 em Cavernães Viseu.  Esta moradia encontra-se numa zona bastante calma. Tem uma área de 2600m2 onde pode usufruir da natureza e idealizar a sua pequena horta, piscina e muito mais. Esta casa é constituída por rés do chão com um quarto de banho, e instalações para banho turco, sauna, jacúzi ou então fazer uma suite, no primeiro piso temos cozinha mobilada e sala de estar, no segundo piso temos hall, sala de estar, cozinha mobilada, dois quartos suite, temos ainda um sótão que pode ser transformado numa suite. Esta moradia tem janelas com vidros duplos e portadas em alumínio, painel solar com termoacumulador de calor.  No exterior temos uma churrasqueira, um terreno com várias árvores de fruto, um furo de água.  Venha visitar hoje mesmo.",D,66,--,2 610,132,2,1970,--,3,Não,2 Lug.
27,124911004-671,24920.0,11,Viseu,Viseu,Cavernães,40.712782193984,-7.83334744485964,124911004-671,Moradia,"Descrição   Moradia em Ruinas para venda em Cavernães Viseu. Esta moradia encontra-se numa zona bastante tranquila, com bons acessos. Foi feito um projeto para esta edificação que poderá aproveitar e reativar. Venha visitar e ver toda esta potencialidade.",NC,98,--,169,189,0,1937,--,1,Não,2 Lug.
28,124911004-670,297500.0,11,Viseu,Oliveira de Frades,Pinheiro,40.702773830291,-8.20878437777442,124911004-670,Moradia,"Descrição   Moradia T3 - Pontefora, Pinheiro de Lafões - Oliveira de Frades. Esta moradia encontra-se inserida num lote de terreno com área de 6 612m2. A casa está numa zona bastante calma da aldeia, com uma vista sobre a serra, e uma excelente exposição solar. E é constituída da seguinte forma salão amplo, sala de jantar e cozinha, quarto de banho, três quartos sendo um deles suite, tem ainda um sótão com pé direito. Nas traseiras da moradia temos uma generosa varanda com uma excelente vista sobre a serra. Esta moradia tem aquecimento central a lenha e termoacumulador de águas. No exterior: Poço de água, tanque, várias árvores de fruto e vários anexos para arrumos. Aqui pode encontrar a sua moradia de sonho. Venha visitar.",A+,203,--,6 612,203,3,1995,--,2,Não,3 Lug.
29,124911005-1706,32500.0,11,Viseu,Tondela,Santiago de Besteiros,40.5733521971472,-8.1435547638275,124911005-1706,Moradia,"Descrição   Moradia T2, sita em Pedronhe, a 3km da vila do Caramulo. Esta moradia encontra-se distribuída da seguinte forma:  Rés do chão: loja com lagar, alpendre e um anexo. Primeiro andar: cozinha, sala com varanda, dois quartinhos e quarto de banho.  No exterior, encontramos um poço de água e um terraço onde poderá desfrutar de umas vistas desafogadas sobre o vale de besteiros. Situa-se a cerca de 8 km de Campo de Besteiros, 15km de Tondela onde encontra os principais serviços e comércio. Com algumas obras de renovação, esta poderá ser a sua próxima moradia. Marque visita!",NC,32,--,32,64,2,1963,--,1,Não,Não
30,122031147-20,77000.0,21,Viseu,Viseu,Couto de Baixo e Couto de Cima,40.6624299338864,-8.00813461591682,122031147-20,Terreno,"Descrição   Terreno rústico, com viabilidade para construção, com uma área total de 6.554m2. Encontra-se situado na zona de Mosteirinho, com bons acessos à cidade de Viseu e ao IP5, com estrada de alcatrão. Boa exposição solar!",NC,--,--,6 554,--,--,,--,0,Não,Não
31,126421025-9,19900.0,11,Viseu,São Pedro do Sul,Figueiredo de Alva,40.834410095,-7.99268245503332,126421025-9,Moradia,"Descrição   Casa para recuperar Onde fica este imóvel?  Numa excelente localização, em Figueiredo de Alva! Esta casinha para recuperar encontra-se a poucos minutos de carro do concelho de Castro Daire e São Pedro do Sul. A casa está habitável? Apesar de boas dimensões, a casa necessita de uma recuperação. Se é uma pessoa que procura uma casinha para fugir à loucura das grandes cidades, e quer ficar perto de zonas de lazer, este é o imóvel certo por si.  Agende uma visita e veja por si próprio.",NC,30,60,--,27,1,1974,--,1,Não,Não
32,126421025-8,9000.0,24,Viseu,São Pedro do Sul,Figueiredo de Alva,40.834410095,-7.99268245503332,126421025-8,Outros - Habitação,"Descrição    Está à procura de um projeto de renovação num ambiente tranquilo?  Esta casa, situada em Figueiredo de Alva, pode ser o que procura!    Com uma localização privilegiada numa zona rural, tem a possibilidade de criar a sua própria casa de sonho. Pode ser a oportunidade perfeita para um investimento rentável.  Esta propriedade oferece um vasto potencial para expandir e renovar. Com um preço acessível, é a oportunidade ideal para quem procura um projeto de renovação com grande potencial de retorno.     Contacte-me para mais informações e para marcar uma visita.  A sua casa de sonho pode estar mais perto do que imagina!",NC,30,--,30,27,--,,--,0,Não,Não
33,124901005-1654,33500.0,13,Viseu,Santa Comba Dão,São João de Areias,40.39750983096101,-8.08977759061935,124901005-1654,Quinta,"Descrição   Quinta para venda Descubra o seu refúgio de sonho em São João de Areias! Este incrível terreno de 15 000 m² oferece a oportunidade perfeita para criar a sua casa de sonho no meio da natureza. Com um encantador ribeiro que serpenteia pela sua margem, poderá desfrutar da serenidade da água corrente a cada momento.   A localização idílica deste terreno não é apenas sobre beleza natural, mas também sobre possibilidades. Com viabilidade de construção, pode transformar este espaço num refúgio único que espelhe os seus gostos e necessidades. Imagine uma casa com vistas panorâmicas para a paisagem verdejante e o som suave do ribeiro a acalmá-lo.   Não perca a oportunidade de adquirir este pedaço de paraíso em São João de Areias. Seja para construir a sua residência permanente ou uma escapadela de fim de semana, este terreno oferece-lhe a base perfeita para criar memórias inesquecíveis. Contacte-nos hoje mesmo e faça deste sonho a sua nova realidade!",NC,40,15 500,--,40,--,1937,--,0,Não,2 Lug.
34,122461086-258,19900.0,11,Viseu,Tondela,Castelões,40.5313009178996,-8.15303564071655,122461086-258,Moradia,"Descrição     Moradia T2, situada na Cortiçada a 3 km da Vila de Campo de Besteiros. Poderá ser para habitação própria, de férias ou para investimento! Rés do Chão : Lojas, arrumos, adega e forno. 1º andar: Sala, 2 quartos, casa de banho, cozinha e arrumos. Parte exterior encontramos 1 barracão e uma ruina com vistas para a serra do Caramulo. Sitio bastante sossegado.",F,70,--,176,70,2,1937,--,1,Não,1 Lug.
35,126421025-7,27000.0,21,Viseu,Castro Daire,Castro Daire,40.902655797302984,-7.91701566007247,126421025-7,Terreno,"Descrição   Lote de terreno para construção de moradia, em Castro-Daire.    Características do lote:    - Área do lote: 267.6m2  - Área de Implantação: 109 m2  - Boa exposição solar;  - Bons acessos;  - Perto do centro de saúde, escolas e outros serviços;  - 5 minutos da auto-estrada A24.",NC,--,327,267,240,--,,--,--,Não,Não
36,122031147-19,102000.0,21,Viseu,Viseu,Cavernães,40.712782193984,-7.83334744485964,122031147-19,Terreno,"Descrição   TERRENO COM VIABILIDADE DE CONSTRUÇÃO, EM VISEU! Possui uma área total de 1.870m2 e está localizado na Estrada Nacional 229 (EN229), a aproximadamente 10 minutos do centro da cidade. Excelentes acessos, o que facilita as deslocações à cidade, tendo comércio, serviços, escolas e transportes públicos nas proximidades. Terreno plano. Não perca esta fantástica oportunidade de investimento!",NC,--,--,1 870,--,--,,--,0,Não,Não
37,122031147-18,117500.0,21,Viseu,Viseu,Cavernães,40.712782193984,-7.83334744485964,122031147-18,Terreno,"Descrição   TERRENO COM VIABILIDADE DE CONSTRUÇÃO, EM VISEU! Possui uma área total de 2.140m2 e está localizado na Estrada Nacional 229 (EN229), a aproximadamente 10 miutos do centro da cidade. Excelentes acessos, o que facilita as deslocações à cidade, tendo comércio, serviços, escolas e transportes públicos nas proximidades. O terreno tem a principal característica de ser plano. Não perca esta fantástica oportunidade de investimento!",NC,--,--,2 140,--,--,,--,0,Não,Não
38,126061055-43,159000.0,11,Viseu,Viseu,Silgueiros,40.54968865094844,-7.94326281551431,126061055-43,Moradia,Descrição   Imagina-se acordar num lugar onde a tranquilidade e a tradição se encontra? Tenho esta linda moradia ideal para si! Composta por: -Sala; -Cozinha; -Casa de banho; -2 quartos; -varanda. Descubra a moradia dos seus sonhos na aldeia Póvoa Dão! Par mais informações não hesite em contactar!,E,80,--,--,80,2,1937,--,1,Não,Não
39,122031147-17,76000.0,21,Viseu,Viseu,Cavernães,40.712782193984,-7.83334744485964,122031147-17,Terreno,"Descrição   TERRENO COM VIABILIDADE DE CONSTRUÇÃO, EM VISEU! Possui uma área total de 1.000m2 e está localizado a aproximadamente 10 miutos do centro da cidade. Possui bons acessos, assim como comércio, serviços, escolas e transportes publicos nas proximidades. Terreno de morfologia plana, em local de absoluta tranquilidade, com boa exposição solar e luminosidade, garantindo momentos únicos e tranquilos.",NC,--,--,1 000,--,--,,--,0,Não,Não
40,124901005-1653,112000.0,1,Viseu,Nelas,Nelas,40.53265620038998,-7.85445094493831,124901005-1653,Apartamento,"Descrição   🏢 Apartamento T3 no Centro de Nelas:  Localização: Centro de Nelas Características do Apartamento:  🍽️ Cozinha 🧺 Lavandaria e Despensa 🚪 Hall de Entrada 🔥 Sala com Lareira (30m²) 🚶‍♂️ Corredor 🛏️ Quarto com Varanda 🛏️ Quarto com Varanda e Roupeiro 🛏️ Quarto com 2 Roupeiros e Vista para a Serra da Estrela 🛁 1 Quarto de Banho com Banheira 🚿 1 Quarto de Banho com Poliban   Outras Comodidades:  🏙️ Localizado no 6º Andar 🏢 2 Elevadores 🚗 Lugar de Estacionamento na Cave  Este apartamento T3 oferece todo o conforto e comodidade desejados, localizado no coração de Nelas. Com uma sala espaçosa, quartos bem iluminados e vistas para a Serra da Estrela, é o local perfeito para viver. Não perca a oportunidade de agendar uma visita e descobrir mais sobre este imóvel! 🏞️🔑",C,154,--,--,154,3,1987,6º Andar,2,Sim,1 Lug.
41,124901005-1652,50000.0,11,Viseu,Santa Comba Dão,São Joaninho,40.436579059,-8.1292074122665,124901005-1652,Moradia,"Descrição   🏚 Ruína para Reconstrução em Casal Bom, São Joaninho: Potencial para Criar o Seu Espaço em Santa Comba Dão! Se procura um projeto para transformar em algo único, esta ruína em Casal Bom, São Joaninho, é a oportunidade perfeita. Este imóvel oferece um potencial incrível para quem quer dar asas à criatividade e construir a casa dos seus sonhos. 🔨 A ruína é um ponto de partida ideal para quem deseja um projeto totalmente personalizável. Pode reconstruir à sua maneira, com a possibilidade de projetar uma moradia moderna ou manter um estilo rústico e tradicional. As escolhas são suas! 🌳 O terreno de area total de lote de 1200m² proporciona amplo espaço para um jardim, um pomar ou até mesmo uma área para construir uma garagem ou anexos. Este terreno é uma tela em branco, pronta para receber as suas ideias e projetos. 🏞 A localização em Casal Bom, São Joaninho, oferece tranquilidade e natureza, mas com fácil acesso a Santa Comba Dão e todas as comodidades que a cidade oferece. Imagine viver num ambiente sereno, com espaço para atividades ao ar livre, mas com a conveniência de estar perto de lojas, escolas e transportes. 💡 Se sonha com um projeto para personalizar do início ao fim, esta é a sua oportunidade. Dê vida a esta ruína e crie o seu refúgio em Santa Comba Dão, um local onde poderá desfrutar do melhor do campo e da cidade. ✨ Agende já uma visita e explore o potencial desta ruína! Veja como pode transformar este espaço num lar acolhedor ou num investimento promissor para o futuro. As possibilidades são infinitas, e a sua imaginação é o limite.",NC,140,280,1 236,140,0,1937,--,1,Não,2 Lug.
42,122031147-16,41000.0,21,Viseu,Viseu,Couto de Baixo e Couto de Cima,40.6624299338864,-8.00813461591682,122031147-16,Terreno,"Descrição   Terreno (já registado como urbano) para construção, com uma área total de 1.116m2. Encontra-se situado na zona de Mosteirinho, com bons acessos à cidade de Viseu e à IP5, com estrada de alcatrão. Boa exposição solar!",NC,--,--,1 166,--,--,,--,0,Não,Não
43,126061001-217,280000.0,1,Viseu,Viseu,Abraveses,40.68495988595556,-7.91515854999666,126061001-217,Apartamento,"Descrição   MAGNÍFICA COBERTURA T3 EM VISEU COM LOCALIZAÇÃO PRIVILEGIADA E VISTAS DESAFOGADAS! Este imóvel encontra-se inserido num condomínio residencial fechado possui uma localização privilegiada a escassos minutos do centro da Cidade de Viseu. Composto por:  Hall de circulação espaçoso com acesso direto ao elevador privativo, cozinha totalmente equipada com materiais de elevada qualidade, Sala de estar e jantar ampla, 2 Quartos em suite com casa de banho privativa e um wc de serviço. Todas as divisões têm acesso a varandas, a sala o Hall de circulação e um quarto tem acesso a um magnífico terraço com mais de 100m2 para desfrutar de momentos de lazer ao ar livre.  Apartamento em excelente estado de conservação, com acabamentos de alta qualidade. De destacar os seguintes equipamentos e acabamentos:  Caixilharia de PVC com vidro duplo; Aquecimento central com piso radiante com caldeira a pellets; Painéis solares para águas sanitária; Aspiração central; Elevador com acesso privativo ao apartament; Lugar de estacionamento e arrumos na cave.  O apartamento possui 3 frentes e uma ótima orientação / exposição solar. Ao dispor para mais informações.",A+,156,308,--,156,3,2018,3º Andar,3,Sim,2 Lug.
44,124911005-1705,39950.0,21,Viseu,Vouzela,Fataunços e Figueiredo das Donas,40.7209440056701,-8.07746215016308,124911005-1705,Terreno,"Descrição   Terreno com edificação localizado em Fataunços, Vouzela. Tendo área total de 1493 m2, encontramos uma edificação composta por cozinha, sala, quarto de banho e espaço amplo que poderá ser convertido em dois quartos. A propriedade possui poço para abastecimento e encontra-se toda murada. Situa-se a cerca de 4km da vila de Vouzela, 7km de São Pedro do Sul e a 30km de Viseu. Marque a sua visita!",NC,--,--,1 493,--,--,,--,0,Não,Não
