,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
852,122461094-206,35000.0,11,Viseu,Tondela,Vilar de Besteiros e Mosteiro de Fráguas,40.5791625976563,-8.06358623504639,122461094-206,Moradia,"Descrição   Excelente oportunidade em  Mosteiro de Fráguas! Moradia T2 em Mosteiro sito na  Rua Escura. Esta moradia p/reconstrução é  composta por rés do chão com paredes em granito assim como a escadaria de acesso ao 1ºAndar que dispõe de uma cozinha ,sala,dois quartos e um páteo exterior com luz solar direta e com acesso a todos oos compartimentos através de um pequeno corredor. Possuí um logradouro que poderá eventualmente optar por fazer uma zona de lazer, estacionamento p/ automóvel visto que o terreno está vedado através de muro de granito. Uma excelente opção p/reconstruir a seu gosto!",NC,38,77,182,77,2,1937,1º Andar,0,Não,3 Lug.
853,122031116-139,40000.0,21,Viseu,Mangualde,"Mangualde, Mesquitela e Cunha Alta",40.6245918,-7.7703781,122031116-139,Terreno,"Descrição   Lote de terreno com a área de 1.327 m2, sito a cerca de 200 metros do nó da A25/Mangualde. Dispõe de bons acessos, boa exposição solar, de infraestruturas no local, estando situado nas proximidades da cidade de Mangualde. Agende visita e venha conhecer o lugar ideal para construir a sua nova habitação.",NC,--,--,1 327,--,--,,--,0,Não,Não
854,122031176-1,225000.0,1,Viseu,Viseu,Viseu,40.652099609375,-7.91971874237061,122031176-1,Apartamento,"Descrição   Apartamento Duplex T4, localizado na rua São João de Deus, em pleno centro da cidade de Viseu. Apartamento composto por 2 pisos, distribuídos da seguinte forma:  1º piso: sala com lareira, cozinha com despensa, ""quarto da empregada"" e casa de banho; 2º piso: 4 quartos e duas casas de banho.  Conta com garagem fechada, sendo que o acesso à zona das garagens se faz através de portão automático. O prédio possui ""pátio"" comum e terraço por cima das garagens. Prédio com elevador e vistas desafogadas. Excelente apartamento, com boas áreas, localizado em zona nobre e com vasto comércio local na proximidade. Para habitar ou investir, uma excelente opção!  Imóvel a necessitar de obras de remodelação interior. Venha conhecer!",D,180,222,781,162,4,1965,R/C,4,Sim,1 Lug.
855,125831048-20,199000.0,11,Viseu,Moimenta da Beira,Moimenta da Beira,40.986412,-7.6219134,125831048-20,Moradia,"Descrição   Excelente Moradia T4, em banda, à venda no centro de Moimenta da Beira Composta por 3 pisos com agradável disposição, excelentes áreas e ótimos acabamentos. Na cave: - Garagem para dois carros, com Portão Articulado Automático; - Lavandaria; - Zonas de Arrumos; - Casa de Banho.  No Piso Térreo encontramos a Zona Social com: - Cozinha e Sala em regime de OPEN SPACE, com Lareira e com acesso ao Logradouro; - WC social; - Sala/Escritório.  No Primeiro Piso encontramos a Zona Privativa com: - Suite espaçosa; - 3 quartos com Roupeiro Embutido e dois deles com Varanda com Vista Desafogada. - Casa de Banho completa.  Toda a moradia conta com excelentes acabamentos e encontra-se em excelente estado de conservação. Dispõe ainda de várias características agradáveis tais como: - Aquecimento Central em todas as divisões; - Caixilharia recente de Vidros-Duplos Oscilo-Batente; - Estores Térmicos Elétricos; - Painéis Solares; - Lounge Exterior com churrasqueira, coberto e com a possibilidade de fechar completamente com estore.  Quanto à zona, Moimenta da Beira é uma pitoresca vila localizada na região centro de Portugal, um verdadeiro refúgio para aqueles que apreciam a tranquilidade e a beleza natural. Rodeada por colinas verdejantes e vinhas, esta encantadora localidade oferece não só paisagens deslumbrantes, mas também uma rica história cultural e um ambiente acolhedor. Com uma localização estratégica, combina a serenidade do campo com o fácil acesso a todas as comodidades, sendo um lugar ideal para quem busca viver em harmonia com a natureza sem abrir mão da conveniência. Os habitantes desfrutam de um estilo de vida tranquilo e de uma variedade de atividades ao ar livre, como trilhas para caminhadas, ciclismo e explorar os rios próximos. Moimenta da Beira é um lugar cativante para se estabelecer e apreciar a autenticidade da vida no campo português. Marque já a sua visita e venha conhecer a sua casa de sonho! Somos Maxfinance e podemos ajudá-lo a encontrar a melhor solução de financiamento!",C,382,--,238,235,4,2009,--,3,Não,2 Lug.
856,124911004-630,30000.0,10,Viseu,Oliveira de Frades,"Oliveira de Frades, Souto de Lafões e Sejães",40.7339744567871,-8.1747465133667,124911004-630,Loja,"Descrição   Loja para venda no centro de Oliveira de Frades.  Este espaço comercial tem uma área de 25m2, encontra-se numa galeria no rés do chão de prédio no centro da vila de Oliveira de Frades, onde existem outros comércios. É constituída por um espaço amplo com muita luz solar e um quarto de banho.  Esta galeria tem duas entradas distintas, uma montra para a frente da loja e outra para as traseiras.  Não perca tempo e venha visitar toda esta potencialidade.",C,25,--,--,--,--,,--,1,Não,1 Lug.
857,124911004-629,10000.0,21,Viseu,São Pedro do Sul,Valadares,40.7568740844727,-8.20051860809326,124911004-629,Terreno,"Descrição   Terreno com viabilidade de construção para venda em Valadares, São pedro do Sul. Terreno com 2400 m2, para construção de uma moradia. Zona da aldeia calma, com parque de merendas, café, lar de idosos e Junta de Freguesia. Um destino de eleição a cinco minutos da vila de Oliveira de Frades, que lhe permite tomar banhos de sol, usufruindo da paisagem idílica da Albufeira da Barragem de Ribeiradio; almoçar, jantar ou tomar café no Áqua Vouga bar; fazer um piquenique, um circuito pedonal no agradável Parque de Merendas; praticar desporto no campo de vólei; conhecer o centro interpretativo do Vouga, revela-se como um espaço de atração turística na valorização do território que assume extrema importância para a população e visitantes. Visite-nos e desfrute deste lugar com uma invulgar paisagem natural, o espelho de água de Lafões!",NC,--,--,2 400,--,--,,--,0,Não,Não
858,122031169-27,79000.0,21,Viseu,Sátão,Ferreira de Aves,40.7918930053711,-7.69107818603516,122031169-27,Terreno,"Descrição   Terreno para venda, com área de 7.061 metros quadrados. Com excelentes acessos, situa-se a apenas 10 minutos da vila do Sátão e a 20 minutos da cidade de Viseu.   Situado em aglomerado urbano, plano, com passeios e com todas as infraestruturas necessárias para CONSTRUÇÃO.  Com possibilidade de lotear e construir várias habitações.    Mas se procura um espaço para implantar/ampliar a sua EMPRESA, o seu PROJETO, encontra aqui, também,  o lugar ideal.     Ou ainda, construa aqui a sua habitação!  - Não desperdice esta oportunidade - Marque Visita / Venha Conhecer",NC,--,--,7 061,--,--,,--,0,Não,Não
859,126021008-171,65000.0,13,Viseu,Mangualde,Santiago de Cassurrães e Póvoa de Cervães,40.5818328857422,-7.70462894439697,126021008-171,Quinta,Descrição   Quinta para venda composta por 1 artigo urbano e 2 artigos rústicos. Encontra-se devidamente vedada e murada. Caracterizada pela sua topografia plana. A moradia necessita de requalificação estando contudo com a pedra bastante conservada.  A propriedade conta com várias frentes para a via pública e várias entradas. Encontra-se em zona de construção pelo que será possível destacar para novas construções.  Dispõe de poço e tanque. Encontra-se a 9km do centro da cidade de Mangualde e a 50km da Serra da Estrela.,NC,144,389,12 570,144,0,1937,--,0,Não,Não
860,122031169-26,21900.0,21,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas",40.8340911865234,-7.73550939559937,122031169-26,Terreno,"Descrição   Terreno com a área de 3.960 metros quadrados, com viabilidade de contrução de uma moradia isolada. Situado junto aos novos arruamentos da rua do Ferral, em Vila Nova de Paiva. A localização deste terreno, contornado de 3 lados por caminho, permite acesso fácil e rápido à variante, com saída para Viseu. Da mesma forma, por arruamentos modernos, pode aceder ao centro da vila, rápidamente. Permita-se sonhar a sua casa em grande, pois aqui tem, o espaço para a sua implementação. Venha Conhecer!  Espero pelo seu contacto",NC,3 960,3 960,3 960,--,--,,--,0,Não,Não
861,126191007-65,28000.0,11,Viseu,São João da Pesqueira,São João da Pesqueira e Várzea de Trevões,41.139461517334,-7.42127418518066,126191007-65,Moradia,"Descrição   Moradia para resconstrução em Espinho, São João da Pesqueira. Este imóvel é composto por sala, cozinha, quarto e wc. Tem terreno, excelente exposição solar e vistas desafogadas. Ideal para fazer o seu refugio de férias e lazer, a preço convidativo! Contacte-me e marque já a sua visita!",NC,89,--,--,73,1,1949,--,1,Não,Não
862,124911005-1608,24950.0,11,Viseu,Vouzela,Fataunços e Figueiredo das Donas,40.7384414672852,-8.05109214782715,124911005-1608,Moradia,"Descrição   Propriedade com área total de 6.115m2 localizada em Figueiredo das Donas, Vouzela. Carateriza-se por ter um anexo em pedra, que pode ser ampliado e reabilitado. O terreno é de construção, podendo construir a moradia principal no centro e aproveitar a edificação existente para anexo ou segunda habitação. O terreno é plano, parte encontra-se murado e possui boa exposição solar. Localiza-se a cerca de 13 minutos de Vouzela e São Pedro do Sul e a 30 minutos da cidade de Viseu. Marque a sua visita!",NC,100,--,6 115,224,0,1937,--,0,Não,Não
863,124901005-1522,63000.0,11,Viseu,Nelas,Canas de Senhorim,40.4871864,-7.8847585,124901005-1522,Moradia,"Descrição   🏡 Moradia T2 em Vale de Madeiros, Canas de Senhorim Este imóvel encontra-se arrendado pelo valor de 375€ com contrato renovável anual, oferecendo uma excelente oportunidade de investimento. Descubra o seu novo lar em Vale de Medeiros, Canas de Senhorim! Esta encantadora moradia T2 está disponível para venda e oferece o cenário perfeito para uma vida tranquila e confortável. 🍽️ Cozinha Moderna e Sala Ampla A casa apresenta uma cozinha moderna e uma sala ampla com um acolhedor recuperador de calor, perfeitos para criar momentos inesquecíveis em família. 🛏️ Dois Quartos Acolhedores Com dois quartos acolhedores e um quarto de banho, terá todo o espaço de que precisa para viver confortavelmente. 🏠 Sótão para Armazenamento Extra ou Área de Lazer Desfrute do acesso interior ao sótão, ideal para armazenamento extra ou uma área de lazer, proporcionando versatilidade ao espaço. ⛄ Equipada com Ar Condicionado No que toca ao conforto, a moradia está equipada com ar condicionado, garantindo que se sinta bem em todas as estações. 🚗 Anexo com Estacionamento para 2 Carros e Churrasqueira A propriedade inclui um anexo com estacionamento para 2 carros, espaços de arrumos e uma churrasqueira, perfeito para os seus momentos ao ar livre. 🔑 O Seu Novo Lar Espera Por Si! Não perca esta oportunidade única. Marque já a sua visita e prepare-se para criar memórias inesquecíveis nesta maravilhosa moradia em Vale de Medeiros. O seu novo lar espera por si! 🌟🏡",F,123,--,--,123,2,1939,--,1,Não,2 Lug.
864,124901005-1521,138000.0,11,Viseu,Nelas,Santar e Moreira,40.5731277,-7.8884883,124901005-1521,Moradia,"Descrição   🏡 Refúgio de Sonho em Santar, Nelas Descubra o seu refúgio de sonho na pitoresca ""Vila Jardim"", em Santar - Nelas. Este imóvel encantador oferece o equilíbrio perfeito entre tradição e modernidade. 🍽️ Rés do Chão Acolhedor No rés do chão, uma cozinha totalmente equipada aguarda por momentos culinários memoráveis, complementada por um quarto de banho elegante, proporcionando praticidade e conforto desde o primeiro passo. 🔥 Sala Aconchegante com Lareira No 1⁰ andar, a sala com lareira exala aconchego, enquanto a varanda oferece vistas encantadoras, convidando a momentos relaxantes e contemplativos. 🛏️ Quartos Espaçosos e Acolhedores O 2⁰ andar acolhe dois quartos espaçosos e outro quarto de banho refinado, proporcionando o espaço ideal para o descanso e relaxamento. 🌳 Localização Privilegiada no Coração da Região do Dão Localizada no coração da deslumbrante região do Dão, a propriedade oferece fácil acesso a Nelas, A24, A25, Viseu e Mangualde, garantindo a combinação perfeita entre tranquilidade rural e conveniência citadina. 🏞️ Bem-Vindo ao Seu Novo Lar em Santar! Não perca a oportunidade de viver o melhor da vida nesta residência única, a apenas um passo das comodidades essenciais. Seja bem-vindo ao seu novo lar em Santar, onde cada detalhe foi pensado para proporcionar conforto, beleza e qualidade de vida. Agende já a sua visita e dê o primeiro passo para uma vida repleta de momentos inesquecíveis! 🌟🏡",D,52,--,157,52,2,1970,--,2,Não,Não
865,126061001-192,310000.0,1,Viseu,Viseu,Viseu,40.6617088317871,-7.89423656463623,126061001-192,Apartamento,"Descrição   EDIFICIO RUA CANDIDO DO REIS – * NO CORAÇÃO DE VISEU * Excelente Apartamento na cobertura T1+2 duplex com terraço, inserido num edifício novo, com uma localização absolutamente privilegiada no centro de Viseu, desde logo as suas vistas desafogadas, tanto para a cidade, como para a zona histórica, tornam este imóvel suberbo. Imóvel com caraterísticas únicas, composto por dois pisos, o piso inferior é composto por cozinha e sala em “open-space” com acesso a um excelente terraço com 24m2 e uma exposição solar a Sul onde poderá desfrutar de agradáveis momentos de lazer, na zona social possui uma escada de acesso ao piso superior, uma casa de banho completa e um quarto com acesso a uma varanda com 10m2 onde pode desfrutar de umas vistas magnificas sobre a cidade. No piso superior possui dois quartos com roupeiros embutidos, uma casa de banho completa e uma divisão para arrumos. Na cave possui um lugar de estacionamento e um arrumo fechado, possui também um logradouro com zona ajardinada de lazer comum a todos os condóminos. De destacar os seguintes equipamentos e acabamentos:  Mobiliário de cozinha de qualidade superior (inclui Placa, forno e exaustor). Quartos com roupeiros embutidos. Casas de banho com cerâmicos, louças suspensas da sanindusa, torneiras da marca Sanindusa, chuveiro, e mono comando de duche termostáticos embutidos, móveis de casa de banho em madeira Hidrófuga e lacados. A climatização é feita através de de ar condicionado Painéis Solares para aquecimento das águas sanitárias. Todos as divisões estão equipadas com Janelas de abrir de pvc com oscilobantentes de elevada qualidade térmica e acústica. Pavimentos da sala e quartos com flutuante. Pavimentos de casas de banho e cerâmica. Carpintarias/madeiras em lacado branco ou similares.  Previsão de entrega em Junho de 2024. Ao dispor para mais informações!",NC,138,--,--,105,3,2023,4º Andar,2,Sim,1 Lug.
866,126061038-15,9600.0,13,Viseu,Mangualde,Alcafache,40.5947494506836,-7.87281322479248,126061038-15,Quinta,"Descrição   🔴 💥 QUINTA COM 14 000m2, EXCELENTE EXPOSIÇÃO SOLAR ☀ Situada junto às Termas de Alcafache, concelho de Mangualde, Distrito de Viseu. Esta área confina com as termas, tem frente para a estrada principal, um conjunto de infraestruturas que possibilitam a existência determinadas culturas. Com algum declive, confina com a estrada principal de Alcafache. Agende já a sua visita",NC,14 300,14 300,14 300,14 300,--,,--,0,Não,Não
867,124911005-1607,13300.0,11,Viseu,Vouzela,Vouzela e Paços de Vilharigues,40.70206899809796,-8.13642747255337,124911005-1607,Moradia,"Descrição   Moradia em pedra, sita em Paços de Vilharigues, Vouzela. Sempre idealizou renovar uma moradia em pedra totalmente a seu gosto? Pois bem, esta é a sua oportunidade. Possibilidade de investimento para ter a sua moradia de férias, habitação própria ou para renovar e colocar no mercado de arrendamento. Composta por 2 pisos, com a possibilidade de reabilitar de acordo com as suas necessidades, possui pátio exterior. Aldeia pacata mas dotada de bons acessos. Localiza-se a apenas 5 minutos da Zona Industrial de Vouzela, a 7 minutos da Vila de Vouzela onde encontra escolas, diversos setores de serviços e comércio e a 5 minutos do acesso A25. Contacte-me!",NC,90,--,90,90,0,1937,--,0,Não,Não
868,122461086-246,138000.0,11,Viseu,Tondela,Barreiro de Besteiros e Tourigo,40.4921399048319,-8.18475360168072,122461086-246,Moradia,"Descrição   Excelente moradia situada em Tourigo, inserida num lote de terreno de 1.510m², junto à Estrada Nacional 228 (Mortágua / Campo de Besteiros) Composta no rés do chão por cozinha mobilada, sala, 1 quarto, 2 quartos de banhos, salão, garrafeira, lavandaria e churrasqueira. Sótão com 2 quartos e espaço para arrumos. Moradia com aquecimento central através de recuperador a lenha, as águas sanitárias aquecidas por paineis solares. Quintal totalmente vedado. Vistas excelentes e boa exposição solar !!",C,391,--,1 510,391,3,2016,--,2,Não,2 Lug.
869,122031116-137,36000.0,21,Viseu,Mangualde,"Mangualde, Mesquitela e Cunha Alta",40.6034622,-7.7337589,122031116-137,Terreno,"Descrição   Lote de terreno com viabilidade de construção, com área de 1.213m2. Localiza-se a 2 minutos da cidade de Mangualde, mais concretamente na Rua Mira Serra/Cubos. Dispõe de bons acessos, boa exposição solar e está situado em local calmo. Agende visita.",NC,--,--,1 213,--,--,,--,0,Não,Não
870,124911005-1606,25000.0,11,Viseu,Vouzela,Queirã,40.6919975280762,-8.05598449707031,124911005-1606,Moradia,"Descrição   ***NOVO PREÇO*** Antes: 29.950€ Duas moradias localizadas em Queirã, Vouzela. Propriedade composta por um terreno com área total de 545m2, possui duas edificações: Moradia principal Rés do chão: duas lojas para arrumos. Primeiro piso: cozinha, sala de jantar, sala de estar, dois quartos e varanda na fachada da frente. Moradia secundária Rés do chão: loja ampla para arrumos. Primeiro piso: espaço amplo, podendo finalizar conforme pretender. O logradouro é plano, tem poço para abastecimento e poderá criar a sua horta biológica e/ou espaço para lazer. Localiza-se a apenas 7 minutos do acesso à A25 e a 15 minutos da Vila de Vouzela, onde encontra serviços e comércio. Ideal para quem pretende morar numa aldeia pacata e com proximidade à natureza. Marque a sua visita!",F,179,--,545,359,2,1937,--,0,Não,Não
871,126021061-33,230000.0,11,Viseu,Viseu,Viseu,40.6507720947266,-7.91091823577881,126021061-33,Moradia,"Descrição   Andar-Moradia T3 em excelente estado de conservação, localizada em Gumirães.  A cave com garagem para 3 carros, com portão automático e um espaço para arrumos. No piso principal dipõe de hall de entrada, sala com lareia e varanda, cozinha mobilada e equipada, wc de serviço, 3 quartos, um deles suite. Ambos os quartos têm varanda.  Nas zona lateral e posterior encontra um pequeno quintal e jardim. Agende visita!",E,152,--,--,130,3,1990,--,2,Não,1 Lug.
872,126611007-21,39000.0,11,Viseu,Lamego,Samodães,41.1386528,-7.8276224,126611007-21,Moradia,"Descrição   Moradia T4 para restaurar e fica situada na Freguesia de Samodães a 4 quilometros da Régua e a 6 quilómetros de Lamego. No R/Chão da moradia existe um Armazém. A moradia tem uma vista deslumbrante sobre o Rio Douro e os seus socalcos. A Região do Douro tem uma paisagem de beleza única e natural e por isso, foi considerada Património Mundial da Unesco. Ótima oportunidade para investimento para habitação própria ou Turismo. Venha visitar!",NC,147,--,117,147,4,1937,--,1,Não,Não
873,126061000-3,175000.0,11,Viseu,Viseu,Viseu,40.6505432128906,-7.89001703262329,126061000-3,Moradia,"Descrição   Esta moradia em banda oferece uma oportunidade única para personalização de acordo com as suas preferências. Com uma localização privilegiada em Ranhados, a apenas 5 minutos do Palácio do Gelo e do Hospital CUF em Viseu, esta casa promete uma vida tranquila e conveniente. A sua estrutura abrange quatro níveis distintos, proporcionando espaços generosos para se adaptarem às suas necessidades. Na cave, uma espaçosa garagem oferece espaço para até quatro veículos, garantindo conveniência e segurança para a sua família. O rés do chão revela-se como o coração da casa, composto por uma cozinha, sala, um quarto e uma casa de banho. Este nível proporciona um ambiente acolhedor e funcional para a vida diária, com a flexibilidade de ajustar os espaços de acordo com o seu estilo de vida. O primeiro andar destaca-se pelos três quartos, cada um com casa de banho privativa. Esta característica confere uma privacidade extra aos ocupantes da casa, tornando-a ideal para famílias ou aqueles que valorizam o seu próprio espaço. O sótão amplo adiciona um toque especial a esta moradia, oferecendo a possibilidade de criar um espaço adicional, como um escritório, sala de jogos ou até mesmo um estúdio. Ao adquirir esta propriedade durante a fase de construção, beneficiará da vantagem de escolher os materiais e acabamentos de acordo com os seus gostos e preferências. Isso proporciona uma oportunidade única para criar a casa dos seus sonhos, personalizada ao seu estilo de vida. A localização estratégica, a amplitude dos espaços e a possibilidade de personalização fazem desta moradia em banda uma opção atraente para quem procura um lar em Viseu. Além disso, a opção de permuta por um apartamento novo ou usado em bom estado oferece flexibilidade na transação. Não perca a oportunidade de viver a apenas 5 minutos do Palácio do Gelo. Venha explorar e transformar esta moradia em banda num lar único e personalizado para a sua família. Vende-se no estado construtivo atual e com licença para conclusão, ativa.",NC,225,--,--,225,4,2023,--,3,Não,3 Lug.
874,124321099-96,60000.0,21,Viseu,Tabuaço,Valença do Douro,41.159065246582,-7.55527544021606,124321099-96,Terreno,"Descrição   Lote de terreno urbano em Valença do Douro Na pitoresca Localidade de Valença do Douro, encontramos este lote de terreno urbano para construção de moradia com vistas deslumbrantes e insubstituíveis sobre as vinhas e o rio Douro. A zona possui uma história riquíssima, casas com cores alegres e paredes de xisto puro, ruas estreitas e marcadas, vinhas de perder a vista, todos estes elementos fazem desta localidade um destino turístico encantador e cheio de charme, sendo comparado muitas vezes com Itália. Esta é a zona de produção dos melhores vinhos de Portugal, aqui encontramos as grandes quintas dos produtores dos vinhos mundialmente famosos:- Sandeman;- Ramos Pinto;- Ferreirinha;- Real companhia Velha;- Dona Maria;- Quinta dos Frades;- Quinta do Sansão;E muitos outros mais. Pontos de interesse nesta região:- Hotel casa Cimeira;- D'Origem Museu do Azeite;- Quinta do Fraguil;- Fonseca Quinta do Panascal;- Quinta do Pego;- Quinta da Corte;- Deltatur - Atividades Turísticas - Pinhao;- Domaine Casa Valenca;- Miradouro de Valença do Douro; Se pretende viver/investir numa zona calma e tranquila e estar próximo de locais para lazer como beira-rio, fazer provas de vinhos, caminhadas, andar de barco, este será o imóvel para si! Aliado a tudo isto ainda tem todo o tipo de serviços nas próximidades. Entre em contato para mais informações ou para agendar uma visita. Temos um serviço totalmente Inovador, Personalizado e Gratuito de acompanhamento aos nossos clientes compradores. Estamos à sua espera!   In the picturesque village of Valença do Douro, we find this plot of urban land for housing construction with stunning and irreplaceable views over the vineyards and the Douro River. The town has a rich history, houses with cheerful colors and pure schist walls, narrow and marked streets, vineyards that are as far as the eye can see, all of these elements make this town a charming tourist destination full of charm, often being compared with Italy. This is the production area for the best wines in Portugal, here we find the large estates of world-famous wine producers:- Sandeman;- Ramos Pinto;- Ferreirinha;- Real Companhia Velha;- Ms. Maria;- Quinta dos Frades;- Quinta do Sansão;And many others more. Points of interest in this region:- Hotel Casa Cimeira;- D'Origem Olive Oil Museum;- Quinta do Fraguil;- Fonseca Quinta do Panascal;- Quinta do Pego;- Quinta da Corte;- Deltatur - Tourist Activities - Pinhao;- Domaine Casa Valenca;- Valença do Douro viewpoint; If you want to live/invest in a calm and peaceful area and be close to leisure facilities such as the riverside, wine tasting, hiking, boating, this will be the property for you! In addition to all this, there are all types of services nearby. Get in touch for more information or to schedule a visit. We have a completely innovative, personalized and free support service for our purchasing customers. We are waiting for you!",NC,--,--,210,--,--,,--,0,Não,Não
875,122031060-344,2400000.0,7,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas",40.838306296758496,-7.73455750385664,122031060-344,Hotel,"Descrição   Único e magnífico Hotel/Albergaria, localizado nas serranias da Beira Alta, a confinar com o límpido Rio Paiva, na vila de Vila Nova de Paiva, Distrito de Viseu. Hotel de 3 Estrelas com todas as valências, onde muitos encontraram a paz perdida em estadias únicas, com um ambiente familiar inigualável.Possibilidade de visitar esta região, conhecida pela natureza agreste e deslumbrante e pelos seus manjares excelentes, degustando dos seus enchidos e presuntos. Hotel de 3 estrelas com possibilidade de ser licenciado para 4 estrelas, com 2.802m2 de área bruta de construção, inserido num terreno de 35.000m2. Excelentes acessos, localizado a 32km de Viseu, a 25km da A25 e 20Km da A24, 133 Km de Aveiro e a 160 Km do aeroporto do Porto.Rodeado por zonas verdes e com vistas sobre a paisagem montanhosa envolvente, tem uma posição estratégica para servir de base à aventura da descoberta do ’Portugal profundo’  O ambiente rico em tradições e aliado a uma atmosfera renovada, permite que o silencio e a paisagem rural se unam para um retemperar profundo neste lugar perfeito. O Hotel tem:- 23 quartos, 17 duplos, 4 simples e 2 suites;- 1 quarto adaptado para pessoas com mobilidade reduzida- Piscina de água salgada e piscina infantil e balneários;- Sala de jogos;- Bar;- Sala de pequenos almoços;- 2 Restaurantes; - 2 salões de eventos para 300 pessoas cada; - tenda de eventos para 150 Pessoas; - Cozinha, copa , câmaras frigoríficas, de congelação e de frio; - Lavandaria; - Parque fotovoltaico com 40KW; - Estacionamento; Piso radiante no Rés do chão e salões, quartos com ar condicionado e aquecimento central a gás. Renovação de ar nos quartos e salas.",C,1 716,2 802,34 194,1 500,21,2006,--,30,Sim,3 Lug.
876,124901005-1519,175000.0,11,Viseu,Santa Comba Dão,Ovoa e Vimieiro,40.381318041025615,-8.10875433651326,124901005-1519,Moradia,"Descrição   🏡 Maravilhosa Moradia em Rojão, Vimieiro, Santa Comba Dão À procura do lar ideal para a sua família? Apresento-lhe esta espaçosa moradia localizada nos arredores da encantadora cidade de Santa Comba Dão, a apenas 8 minutos de distância, oferecendo a combinação perfeita entre tranquilidade e conveniência. ℹ️ Características:  Rés do Chão: Cozinha ampla, sala de jantar, duas salas de estar e casa de banho, proporcionando um ambiente acolhedor para o convívio familiar. 1⁰ Andar: Quatro quartos espaçosos, uma casa de banho com cerca de 20 m² e uma encantadora varanda para momentos relaxantes. Exterior: Dois anexos para arrumos, um jardim frontal acolhedor e um terreno traseiro com cerca de 1000 m², oferecendo um potencial incrível para atividades ao ar livre.  🛣️ Localização:  Situada na via principal que liga Vimieiro à via de acesso IP3, proporcionando deslocações práticas e fáceis.  Esta moradia é a combinação perfeita de espaço, conforto e tranquilidade, ideal para a sua família. Não perca a oportunidade de possuir esta moradia acolhedora e versátil. Marque já a sua visita e descubra o seu novo lar! 🏠🌳",F,166,259,2 200,259,4,1933,--,2,Não,1 Lug.
877,126021103-4,19500.0,11,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas",40.8511505126953,-7.72953748703003,126021103-4,Moradia,"Descrição   Moradia para reconstrução, localizada em Vila Nova de Paiva. Distribuida da seguinte forma:  Rés do chão: antigas lojas. Primeiro andar: cozinha, sala e dois quartos.  A sua localização é excelente para quem pretende morar numa aldeia pacata e com proximidade à natureza, podendo desfrutar do melhor que esta tem para lhe dar. com a possibilidade tanbem de fazer alujamento local ou para pequena casinha de ferias. Possibilidade de reabilitar ao seu gosto para casa de férias ou habitação própria.  --------------------------------- House for reconstruction, located in Vila Nova de Paiva. Distributed as follows: Ground floor: former shops. First floor: kitchen, lounge and two bedrooms. The location is excellent for those who want to live in a quiet village close to nature, enjoying the best it has to offer. With the possibility of renting it out locally or as a small holiday home. Possibility of rehabilitating it to your liking for a holiday home or your own home.  ---------------------------------  Maison à reconstruire, située à Vila Nova de Paiva. Distribuée comme suit : Rez-de-chaussée : anciens magasins. Premier étage : cuisine, salon et deux chambres. L'emplacement est excellent pour ceux qui veulent vivre dans un village tranquille, proche de la nature, en profitant de ce qu'elle a de mieux à offrir. Possibilité de location sur place ou comme petite maison de vacances. Possibilité de la réhabiliter à votre goût pour en faire une maison de vacances ou votre propre maison.",NC,80,--,--,80,2,1937,--,0,Não,Não
878,126021037-25,38000.0,21,Viseu,Viseu,Mundão,40.6947250366211,-7.86677217483521,126021037-25,Terreno,"Descrição   Harmonia é a palavra chave que melhor caracteriza esta urbanização. Este bairro moderno, situado numa localidade em expansão, foi concebido para uso residencial. O espaço envolvente privilegiado, marcado pela tranquilidade dos jardins circundantes, proporciona um bem-estar invulgar, próximo do centro da cidade. Toda a área envolvente permite desfrutar de máxima tranquilidade e bem estar. O estudo arquitectónico de fachadas do loteamento, previamente aprovado deve ser cumprido, mas a possibilidade de alteração da distribuição interior permite criar os espaços que melhor se conjugam com o teu estilo de vida. O alçado posterior, com grande aberturas em projecto, com vistas soberbas e desafogas, impulsiona a criação de um espaço de lazer, onde a piscina exterior será o colmatar da tua qualidade de vida, com toda a privacidade que mereces, para desfrutar de uma vida com muito sucesso. Este espaço apresenta a escavação executada em virtude do seu excelente declive natural. Estes são, entre outros, alguns factores que minimizam o custo de construção, como a existencia do muro de contenção executado pelo vizinho no lado direito do terreno.",NC,--,--,344,--,--,,--,0,Não,Não
879,122461086-245,220000.0,21,Viseu,Tondela,Tondela e Nandufe,40.51139160470461,-8.08637883017347,122461086-245,Terreno,Descrição   Excelente terreno para venda na cidade de Tondela Aréa total do lote - 4 900m2 Viabilidade para moradias isoladas ou geminadas ou uma pequena quinta dentro da cidade. Situa-se na Av. Arménio Leite Marques. Marque já a sua visita!,NC,--,--,4 900,--,--,,--,0,Não,Não
