,Price,Square Meters,Address,Bedrooms,Bathrooms,Listing Type
361,485 000 €,130,"Cascais, Carcavelos e Parede",3,3,Apartamento
362,550 000 €,--,"Amadora, Mina de Água",--,0,Terreno
363,260 000 €,--,"Mafra, Santo Isidoro",--,--,Terreno
364,650 000 €,137,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",5,2,Apartamento
365,375 000 €,6391,"Mafra, Ericeira",--,0,Terreno
366,998 000 €,290,"Amadora, Alfragide",4,4,Moradia
367,343 000 €,170,"Sintra, Rio de Mouro",3,2,Apartamento
368,890 000 €,195,"Mafra, Ericeira",3,5,Moradia
369,182 000 €,82,"Amadora, Venteira",2,1,Apartamento
370,875 000 €,195,"Mafra, Ericeira",3,5,Moradia
371,425 000 €,175,"Lourinhã, Lourinhã e Atalaia",3,2,Moradia
372,350 000 €,83,"Lisboa, Alvalade",3,2,Apartamento
373,875 000 €,195,"Mafra, Ericeira",3,5,Moradia
374,325 000 €,79,"Cascais, Alcabideche",2,1,Apartamento
375,860 000 €,195,"Mafra, Ericeira",3,5,Moradia
376,19 900 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0,Terreno
377,275 000 €,28,"Cascais, Carcavelos e Parede",2,--,Moradia
378,275 000 €,56,"Cascais, Carcavelos e Parede",2,2,Moradia
379,230 000 €,102,"Azambuja, Azambuja",3,3,Moradia
380,277 000 €,75,"Sintra, Algueirão-Mem Martins",2,2,Apartamento
381,228 000 €,85,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
382,189 000 €,117,"Alenquer, Carregado e Cadafais",3,2,Apartamento
383,220 000 €,73,"Vila Franca de Xira, Vialonga",2,1,Apartamento
384,235 000 €,85,"Lisboa, São Domingos de Benfica",3,1,Apartamento
385,325 000 €,--,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",--,--,Terreno
386,775 000 €,128,"Lisboa, Campolide",3,3,Apartamento
387,265 000 €,65,"Amadora, Falagueira - Venda Nova",3,1,Apartamento
388,2 850 000 €,1193,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",0,4,Outros - Comercial
389,210 000 €,111,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2,Apartamento
390,275 000 €,--,"Mafra, Azueira e Sobral da Abelheira",--,--,Terreno
391,265 000 €,87,"Cascais, São Domingos de Rana",--,2,Loja
392,153 000 €,98,"Alenquer, Ota",3,2,Apartamento
393,450 000 €,77,"Lisboa, Campo de Ourique",2,1,Apartamento
394,145 000 €,75,"Vila Franca de Xira, Vialonga",3,1,Apartamento
395,105 000 €,--,"Mafra, Santo Isidoro",--,--,Terreno
396,209 000 €,89,"Odivelas, Odivelas",2,2,Apartamento
397,375 000 €,80,"Lisboa, Estrela",2,1,Apartamento
398,285 000 €,113,"Mafra, Milharado",2,2,Apartamento
399,85 000 €,--,"Sintra, São João das Lampas e Terrugem",--,--,Terreno
400,599 000 €,210,"Cascais, São Domingos de Rana",3,0,Moradia
401,26 000 €,760,"Loures, Lousa",--,0,Terreno
402,499 000 €,285,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,4,Moradia
403,150 000 €,188,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",4,4,Terreno
404,350 000 €,90,"Lisboa, Arroios",--,1,Escritório
405,485 000 €,154,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",5,3,Apartamento
406,150 000 €,201,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,1,Armazém
407,420 000 €,150,"Azambuja, Aveiras de Baixo",3,2,Moradia
408,265 000 €,130,"Vila Franca de Xira, Vila Franca de Xira",2,3,Apartamento
409,120 000 €,36,"Amadora, Mina de Água",1,1,Apartamento
410,180 000 €,69,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1,Apartamento
411,95 000 €,77,"Vila Franca de Xira, Vila Franca de Xira",1,1,Apartamento
412,210 000 €,87,"Sintra, Cacém e São Marcos",2,2,Apartamento
413,162 000 €,72,"Loures, Bucelas",2,--,Apartamento
414,162 000 €,73,"Loures, Bucelas",--,--,Escritório
415,60 000 €,100,"Cascais, Carcavelos e Parede",--,1,Trespasse
416,225 000 €,75,"Loures, Santo António dos Cavaleiros e Frielas",4,1,Apartamento
417,179 500 €,77,"Amadora, Águas Livres",2,2,Apartamento
418,770 000 €,256,"Odivelas, Ramada e Caneças",4,4,Moradia
419,699 900 €,410,"Sintra, Cacém e São Marcos",--,0,Prédio
420,170 000 €,272,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",4,4,Moradia
421,175 000 €,96,"Sobral de Monte Agraço, São Quintino",4,2,Moradia
422,790 000 €,131,"Lisboa, Alvalade",5,3,Apartamento
423,26 000 €,--,"Mafra, Enxara do Bispo, Gradil e Vila Franca do Rosário",--,--,Terreno
424,325 000 €,79,"Sintra, Queluz e Belas",3,2,Moradia
425,98 000 €,335,"Cascais, São Domingos de Rana",--,--,Trespasse
426,147 000 €,92,"Sintra, Rio de Mouro",2,1,Apartamento
427,300 000 €,90,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,2,Apartamento
428,315 000 €,78,"Cascais, Cascais e Estoril",2,2,Apartamento
429,209 990 €,65,"Loures, Sacavém e Prior Velho",2,1,Apartamento
430,325 000 €,92,"Cascais, São Domingos de Rana",2,2,Apartamento
431,399 000 €,82,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,--,Quinta
432,479 000 €,441,"Loures, Bucelas",8,7,Investimentos
433,765 000 €,320,"Cascais, São Domingos de Rana",3,3,Moradia
434,479 000 €,441,"Loures, Bucelas",8,7,Moradia
435,425 000 €,126,"Oeiras, Porto Salvo",3,2,Apartamento
436,276 000 €,100,"Sintra, Rio de Mouro",2,1,Apartamento
437,432 000 €,165,"Cascais, São Domingos de Rana",3,2,Apartamento
438,175 000 €,65,"Odivelas, Odivelas",3,1,Apartamento
439,139 900 €,78,"Alenquer, Carregado e Cadafais",2,1,Apartamento
440,210 000 €,66,"Lisboa, Alcântara",2,1,Apartamento
441,210 000 €,78,"Odivelas, Odivelas",2,1,Apartamento
442,425 000 €,158,"Lourinhã, Lourinhã e Atalaia",3,2,Moradia
443,1 990 000 €,530,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",9,11,Moradia
444,429 000 €,74,"Lisboa, Campo de Ourique",2,1,Apartamento
445,875 000 €,217,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3,Apartamento
446,179 000 €,68,"Lisboa, Marvila",2,1,Apartamento
447,597 000 €,107,"Cascais, Cascais e Estoril",3,3,Apartamento
448,398 000 €,120,"Amadora, Mina de Água",3,2,Apartamento
449,460 000 €,336,"Odivelas, Odivelas",4,2,Moradia
450,380 000 €,70,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,3,Apartamento
451,232 600 €,110,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
452,320 000 €,69,"Cascais, Carcavelos e Parede",2,1,Apartamento
453,35 000 €,79,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",2,1,Apartamento
454,89 000 €,170,"Cascais, Alcabideche",--,--,Trespasse
455,20 000 €,109,"Arruda dos Vinhos, Arruda dos Vinhos",--,--,Arrecadação
456,99 000 €,123,"Arruda dos Vinhos, Arruda dos Vinhos",--,2,Loja
457,170 000 €,63,"Amadora, Mina de Água",1,1,Apartamento
458,98 000 €,126,"Arruda dos Vinhos, Arruda dos Vinhos",--,2,Loja
459,395 000 €,146,"Odivelas, Pontinha e Famões",3,2,Moradia
460,370 000 €,107,"Cascais, São Domingos de Rana",3,2,Apartamento
461,350 000 €,157,"Torres Vedras, Ponte do Rol",2,3,Moradia
462,255 000 €,95,"Lisboa, São Domingos de Benfica",4,1,Apartamento
463,145 000 €,53,"Arruda dos Vinhos, Arruda dos Vinhos",2,1,Moradia
464,187 000 €,85,"Cascais, Carcavelos e Parede",--,--,Loja
465,1 200 000 €,--,"Cascais, Alcabideche",--,0,Terreno
466,355 000 €,68,"Cascais, Carcavelos e Parede",2,1,Apartamento
467,349 000 €,134,"Odivelas, Ramada e Caneças",3,2,Apartamento
468,695 000 €,166150,"Lisboa, Lumiar",3,3,Apartamento
469,169 000 €,63,"Vila Franca de Xira, Vialonga",1,1,Apartamento
470,2 950 000 €,1052,"Sintra, São João das Lampas e Terrugem",9,9,Moradia
471,1 150 000 €,--,"Oeiras, Carnaxide e Queijas",--,--,Terreno
472,215 000 €,59,"Lisboa, Campo de Ourique",2,1,Apartamento
473,695 000 €,94,"Lisboa, Alvalade",2,2,Apartamento
474,292 900 €,76,"Lisboa, Olivais",3,2,Apartamento
475,265 000 €,81,"Odivelas, Odivelas",3,2,Apartamento
476,255 000 €,91,"Odivelas, Pontinha e Famões",3,1,Apartamento
477,130 000 €,200,"Amadora, Falagueira - Venda Nova",--,1,Armazém
478,140 000 €,25,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",0,1,Apartamento
479,415 000 €,85,"Lisboa, Avenidas Novas",2,1,Apartamento
480,1 290 000 €,147,"Lisboa, Campolide",3,3,Apartamento
481,250 000 €,70,"Cascais, São Domingos de Rana",2,2,Apartamento
482,184 000 €,81,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
483,199 000 €,79,"Sintra, Algueirão-Mem Martins",3,1,Apartamento
484,4 800 000 €,562,"Cascais, Cascais e Estoril",5,6,Moradia
485,1 375 000 €,380,"Loures, Moscavide e Portela",4,5,Duplex
486,268 000 €,81,"Odivelas, Odivelas",2,1,Apartamento
487,1 250 000 €,215,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",4,3,Apartamento
488,265 000 €,65,"Lisboa, Olivais",3,1,Apartamento
489,44 900 €,15,"Loures, Santo António dos Cavaleiros e Frielas",--,0,Garagem
490,255 000 €,42,"Lisboa, Campo de Ourique",0,1,Apartamento
491,1 600 000 €,228,"Cascais, Cascais e Estoril",3,3,Apartamento
492,120 000 €,56,"Loures, Sacavém e Prior Velho",1,1,Apartamento
493,230 000 €,88,"Oeiras, Porto Salvo",--,2,Loja
494,160 000 €,88,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
495,760 000 €,320,"Odivelas, Pontinha e Famões",4,0,Moradia
496,499 000 €,100,"Lisboa, São Vicente",3,2,Apartamento
497,259 500 €,105,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",3,2,Apartamento
498,185 000 €,101,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
499,299 000 €,185,"Lisboa, Lumiar",--,--,Loja
500,980 000 €,440,"Lisboa, Ajuda",--,0,Terreno
501,375 000 €,111,"Oeiras, Carnaxide e Queijas",3,2,Apartamento
502,129 900 €,40,"Sintra, Agualva e Mira-Sintra",1,1,Moradia
503,1 780 000 €,334,"Mafra, Venda do Pinheiro e Santo Estêvão das Galés",3,5,Moradia
504,195 000 €,67,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1,Apartamento
505,209 500 €,98,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",3,2,Apartamento
506,140 000 €,80,"Amadora, Venteira",--,2,Loja
507,160 000 €,82,"Vila Franca de Xira, Vialonga",4,1,Apartamento
508,699 500 €,160,"Cascais, Cascais e Estoril",3,3,Apartamento
509,390 000 €,106,"Lisboa, Arroios",3,1,Apartamento
510,969 000 €,252,"Sintra, Rio de Mouro",8,4,Moradia
511,58 000 €,69,"Mafra, Igreja Nova e Cheleiros",2,0,Moradia
512,220 000 €,101,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",3,2,Apartamento
513,259 000 €,107,"Sintra, Massamá e Monte Abraão",2,2,Apartamento
514,600 000 €,138,"Lisboa, Lumiar",3,3,Apartamento
515,255 000 €,100,"Lourinhã, Lourinhã e Atalaia",2,2,Apartamento
516,255 000 €,45,"Lisboa, Alcântara",1,1,Apartamento
517,665 000 €,95,"Lisboa, Belém",3,2,Apartamento
518,210 000 €,74,"Lisboa, Olivais",2,1,Apartamento
519,160 000 €,55,"Lisboa, Olivais",2,1,Apartamento
520,360 000 €,240,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",4,3,Moradia
521,4 750 000 €,600,"Lisboa, Santa Maria Maior",--,11,Prédio
522,110 000 €,120,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",--,0,Terreno
523,370 000 €,0,"Cascais, São Domingos de Rana",0,0,Terreno
524,289 500 €,113,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2,Moradia
525,80 000 €,21,"Lisboa, Alvalade",0,1,Trespasse
526,239 900 €,63,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",2,1,Moradia
527,305 000 €,87,"Cascais, São Domingos de Rana",2,2,Apartamento
528,199 000 €,72,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
529,179 000 €,42,"Lisboa, Alcântara",2,1,Apartamento
530,400 000 €,106,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",2,1,Moradia
531,400 000 €,470,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,3,Armazém
532,180 000 €,90,"Lourinhã, Lourinhã e Atalaia",2,1,Apartamento
533,95 000 €,434,"Odivelas, Ramada e Caneças",--,0,Terreno
534,975 000 €,303,"Odivelas, Ramada e Caneças",5,3,Moradia
535,580 000 €,43,"Cascais, Cascais e Estoril",0,1,Apartamento
536,220 000 €,90,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
537,260 000 €,88,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,2,Moradia
538,237 500 €,125,"Amadora, Mina de Água",3,2,Apartamento
539,310 000 €,59,"Lisboa, Alcântara",5,--,Apartamento
540,350 000 €,73,"Mafra, Ericeira",2,2,Apartamento
541,90 000 €,109,"Lisboa, Misericórdia",--,2,Trespasse
542,365 000 €,48,"Lisboa, Marvila",0,0,Apartamento
543,375 000 €,4480,"Lourinhã, Miragaia e Marteleira",--,0,Terreno
544,695 000 €,84,"Lisboa, Marvila",2,0,Apartamento
545,795 000 €,116,"Lisboa, Marvila",2,0,Apartamento
546,185 000 €,89,"Loures, Loures",2,1,Moradia
547,190 000 €,89,"Sintra, Cacém e São Marcos",2,1,Apartamento
548,155 000 €,62,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
549,1 100 000 €,387,"Lisboa, Arroios",4,2,Apartamento
550,640 000 €,64,"Lisboa, Misericórdia",2,1,Apartamento
551,635 000 €,65,"Lisboa, Misericórdia",2,1,Apartamento
552,630 000 €,63,"Lisboa, Misericórdia",2,1,Apartamento
553,595 000 €,64,"Lisboa, Misericórdia",1,0,Apartamento
554,149 000 €,61,"Vila Franca de Xira, Vila Franca de Xira",1,1,Apartamento
555,1 200 000 €,--,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",--,--,Terreno
556,990 000 €,303,"Cascais, Cascais e Estoril",5,5,Moradia
557,70 000 €,33,"Odivelas, Pontinha e Famões",--,1,Trespasse
558,598 000 €,65,"Lisboa, Belém",3,1,Apartamento
559,550 000 €,152,"Lisboa, Arroios",5,3,Apartamento
560,189 000 €,103,"Vila Franca de Xira, Vialonga",3,1,Apartamento
561,2 850 000 €,374,"Lisboa, Avenidas Novas",6,6,Apartamento
562,155 000 €,48,"Sintra, Algueirão-Mem Martins",1,1,Apartamento
563,995 000 €,197,"Oeiras, Porto Salvo",5,4,Moradia
564,225 000 €,58,"Loures, Moscavide e Portela",2,1,Apartamento
565,480 000 €,154,"Sintra, Algueirão-Mem Martins",5,3,Moradia
566,49 900 €,52,"Alenquer, Carregado e Cadafais",1,--,Moradia
567,70 000 €,170,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",4,4,Moradia
568,290 000 €,60,"Lisboa, Penha de França",3,2,Apartamento
569,215 000 €,90,"Loures, Santo António dos Cavaleiros e Frielas",4,1,Apartamento
570,220 000 €,58,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1,Apartamento
571,125 000 €,641,"Torres Vedras, Ponte do Rol",--,0,Terreno
572,6 000 000 €,638,"Cascais, Cascais e Estoril",6,9,Moradia
573,217 000 €,41,"Torres Vedras, Silveira",1,1,Moradia
574,698 000 €,134,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,3,Apartamento
575,243 000 €,82,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,1,Apartamento
576,950 000 €,136,"Cascais, Cascais e Estoril",4,3,Moradia
577,885 000 €,231,"Vila Franca de Xira, Vila Franca de Xira",5,3,Moradia
578,1 850 000 €,240,"Cascais, Cascais e Estoril",4,5,Moradia
579,279 000 €,104,"Amadora, Encosta do Sol",4,2,Apartamento
580,140 000 €,79,"Amadora, Venteira",2,1,Apartamento
581,450 000 €,259,"Vila Franca de Xira, Vila Franca de Xira",4,4,Prédio
582,189 000 €,81,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
583,292 500 €,86,"Amadora, Alfragide",4,2,Apartamento
584,235 000 €,117,"Azambuja, Alcoentre",4,2,Moradia
585,300 000 €,115,"Sintra, Rio de Mouro",3,2,Apartamento
586,219 000 €,85,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2,Apartamento
587,1 200 000 €,240,"Cascais, Alcabideche",3,5,Moradia
588,190 000 €,124,"Sintra, Agualva e Mira-Sintra",4,2,Apartamento
589,895 000 €,155,"Lisboa, Avenidas Novas",3,3,Apartamento
590,185 000 €,81,"Sintra, Cacém e São Marcos",2,2,Apartamento
591,189 750 €,90,"Sintra, Casal de Cambra",3,2,Apartamento
592,625 000 €,70,"Cascais, Cascais e Estoril",1,1,Apartamento
593,890 000 €,200,"Cascais, Alcabideche",4,4,Moradia
594,89 900 €,--,"Sintra, Cacém e São Marcos",--,--,Terreno
595,207 000 €,90,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
596,1 200 000 €,100,"Cascais, Cascais e Estoril",--,2,Escritório
597,175 000 €,59,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
598,999 000 €,145,"Lisboa, Estrela",3,2,Apartamento
599,1 390 000 €,216,"Cascais, Alcabideche",3,4,Moradia
600,270 000 €,120,"Vila Franca de Xira, Vila Franca de Xira",3,2,Apartamento
601,750 000 €,74,"Cascais, Cascais e Estoril",2,1,Apartamento
602,580 000 €,95,"Lisboa, Estrela",2,2,Apartamento
603,270 000 €,74,"Cascais, Cascais e Estoril",1,1,Apartamento
604,5 500 000 €,668,"Lisboa, Santo António",--,0,Prédio
605,310 000 €,291,"Cadaval, Vilar",--,0,Prédio
606,120 000 €,84,"Cadaval, Vilar",5,1,Moradia
607,242 500 €,72,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1,Apartamento
608,575 000 €,100,"Lisboa, Parque das Nações",2,1,Apartamento
609,199 900 €,74,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
610,530 000 €,427,"Sintra, Queluz e Belas",--,0,Terreno
611,790 000 €,129,"Loures, Moscavide e Portela",3,2,Apartamento
612,2 850 000 €,200,"Cascais, Cascais e Estoril",4,5,Moradia
613,238 000 €,85,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
614,319 570 €,109,"Cascais, São Domingos de Rana",3,2,Apartamento
615,280 000 €,60,"Lisboa, Avenidas Novas",1,1,Apartamento
616,390 000 €,133,"Sintra, Algueirão-Mem Martins",5,2,Moradia
617,140 000 €,62,"Vila Franca de Xira, Vialonga",2,0,Apartamento
618,4 500 000 €,468,"Lisboa, São Domingos de Benfica",--,0,Prédio
619,290 000 €,124,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
620,199 000 €,67,"Amadora, Venteira",3,1,Apartamento
621,235 000 €,71,"Odivelas, Odivelas",2,1,Apartamento
622,195 000 €,94,"Sintra, Cacém e São Marcos",3,1,Apartamento
623,540 000 €,198,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",--,2,Escritório
624,755 000 €,223,"Amadora, Mina de Água",4,5,Moradia
625,310 000 €,122,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,2,Apartamento
626,1 190 000 €,174,"Lisboa, Parque das Nações",4,4,Apartamento
627,500 000 €,210,"Oeiras, Porto Salvo",6,3,Moradia
628,280 000 €,70,"Sintra, Algueirão-Mem Martins",2,2,Moradia
629,110 000 €,35,"Lisboa, Penha de França",1,1,Loja
630,545 000 €,132,"Lisboa, São Domingos de Benfica",3,2,Apartamento
631,490 000 €,97,"Lisboa, Parque das Nações",2,2,Apartamento
632,135 000 €,55,"Sintra, Agualva e Mira-Sintra",1,1,Apartamento
633,850 000 €,300,"Torres Vedras, Turcifal",7,5,Moradia
634,1 590 000 €,200,"Cascais, Alcabideche",4,--,Moradia
635,1 370 000 €,192,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,3,Apartamento
636,450 000 €,80,"Lisboa, Benfica",3,2,Apartamento
637,2 000 000 €,148,"Lisboa, Campolide",3,4,Apartamento
638,205 000 €,79,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
639,170 000 €,62,"Loures, Camarate, Unhos e Apelação",2,1,Apartamento
640,675 000 €,130,"Cascais, Carcavelos e Parede",3,2,Apartamento
641,760 000 €,148,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,3,Apartamento
642,79 000 €,65,"Sintra, Rio de Mouro",--,0,Loja
643,600 000 €,218,"Odivelas, Pontinha e Famões",4,3,Moradia
644,499 000 €,119,"Cascais, Cascais e Estoril",2,2,Apartamento
645,187 000 €,68,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
646,166 000 €,80,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
647,165 000 €,55,"Amadora, Águas Livres",1,1,Apartamento
648,650 000 €,250,"Lisboa, Estrela",--,0,Prédio
649,60 000 €,--,"Sintra, Colares",--,0,Terreno
650,150 000 €,2417,"Torres Vedras, Ventosa",--,0,Terreno
651,300 000 €,108,"Odivelas, Odivelas",3,2,Apartamento
652,429 000 €,105,"Cascais, Carcavelos e Parede",2,2,Apartamento
653,350 000 €,85,"Lisboa, Lumiar",--,0,Loja
654,155 000 €,90,"Sintra, Queluz e Belas",2,0,Apartamento
655,125 000 €,43,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",1,1,Apartamento
656,1 200 000 €,2142,"Loures, Sacavém e Prior Velho",--,0,Prédio
657,450 000 €,117,"Loures, Sacavém e Prior Velho",2,2,Apartamento
658,320 000 €,193,"Mafra, Milharado",4,0,Moradia
659,162 500 €,--,"Cascais, São Domingos de Rana",--,0,Terreno
660,175 000 €,92,"Torres Vedras, A dos Cunhados e Maceira",3,2,Moradia
661,360 000 €,55,"Lisboa, Santa Maria Maior",1,1,Apartamento
662,140 000 €,--,"Loures, Loures",--,0,Terreno
663,370 000 €,204,"Torres Vedras, Silveira",3,3,Moradia
664,235 000 €,72,"Oeiras, Barcarena",2,1,Apartamento
665,336 000 €,160,"Loures, Camarate, Unhos e Apelação",3,2,Apartamento
666,320 000 €,96,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2,Apartamento
667,298 000 €,76,"Lisboa, Carnide",1,1,Apartamento
668,234 900 €,125,"Odivelas, Pontinha e Famões",3,2,Apartamento
669,420 000 €,145,"Cascais, Carcavelos e Parede",3,2,Apartamento
670,179 000 €,118,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",2,1,Apartamento
671,425 000 €,179,"Sobral de Monte Agraço, São Quintino",4,3,Moradia
672,350 000 €,187,"Loures, Camarate, Unhos e Apelação",3,2,Apartamento
673,197 000 €,72,"Amadora, Águas Livres",2,1,Apartamento
674,180 000 €,35,"Sintra, Cacém e São Marcos",--,1,Loja
675,328 500 €,56,"Lisboa, Alvalade",1,2,Apartamento
676,540 000 €,129,"Lisboa, Campolide",3,2,Apartamento
677,157 500 €,68,"Sintra, Massamá e Monte Abraão",1,1,Apartamento
678,152 000 €,93,"Vila Franca de Xira, Vila Franca de Xira",3,2,Apartamento
679,1 300 000 €,212,"Lisboa, Parque das Nações",4,3,Apartamento
680,549 000 €,94,"Lisboa, Parque das Nações",2,1,Apartamento
681,199 500 €,80,"Sintra, Agualva e Mira-Sintra",2,2,Apartamento
682,150 000 €,800,"Loures, Fanhões",--,--,Terreno
683,255 000 €,102,"Sintra, Algueirão-Mem Martins",1,1,Apartamento
684,315 000 €,48,"Lisboa, São Vicente",2,1,Apartamento
685,180 000 €,29,"Cascais, Cascais e Estoril",0,1,Apartamento
686,178 000 €,133,"Loures, Bucelas",4,3,Moradia
687,170 000 €,38,"Lisboa, São Vicente",1,1,Apartamento
688,143 955 €,--,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",--,--,Terreno
689,2 200 000 €,191,"Cascais, Cascais e Estoril",4,4,Moradia
690,155 000 €,89,"Sintra, Queluz e Belas",3,2,Apartamento
691,735 000 €,255,"Loures, Loures",5,4,Moradia
692,240 000 €,80,"Lourinhã, Lourinhã e Atalaia",2,2,Apartamento
693,290 000 €,55,"Cascais, Cascais e Estoril",1,1,Apartamento
694,650 000 €,150,"Lisboa, Estrela",--,0,Prédio
695,2 290 000 €,535,"Cascais, Cascais e Estoril",5,6,Moradia
696,220 000 €,105,"Sintra, Cacém e São Marcos",3,2,Apartamento
697,640 000 €,137,"Lisboa, Lumiar",3,2,Apartamento
698,499 000 €,176,"Vila Franca de Xira, Vila Franca de Xira",4,4,Moradia
699,860 000 €,157,"Lisboa, Alvalade",3,3,Apartamento
700,35 000 €,--,"Loures, Lousa",--,--,Terreno
701,203 000 €,125,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
702,410 000 €,89,"Lisboa, Alvalade",2,1,Apartamento
703,244 000 €,103,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
704,175 000 €,52,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",1,1,Apartamento
705,50 000 €,1200,"Sintra, São João das Lampas e Terrugem",--,0,Terreno
706,360 000 €,156,"Lisboa, Campolide",--,0,Prédio
707,210 000 €,73,"Amadora, Encosta do Sol",2,1,Apartamento
708,205 000 €,92,"Lourinhã, Lourinhã e Atalaia",3,2,Apartamento
709,220 000 €,100,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
710,380 000 €,95,"Cascais, São Domingos de Rana",3,2,Apartamento
711,325 500 €,192,"Loures, Camarate, Unhos e Apelação",3,2,Apartamento
712,175 000 €,79,"Sintra, Queluz e Belas",3,2,Moradia
713,175 000 €,77,"Amadora, Mina de Água",2,1,Apartamento
714,170 000 €,78,"Alenquer, Carregado e Cadafais",2,1,Apartamento
715,295 000 €,92,"Amadora, Águas Livres",1,1,Apartamento
716,80 000 €,127,"Lisboa, Lumiar",--,2,Trespasse
717,194 900 €,591,"Odivelas, Pontinha e Famões",--,0,Terreno
718,330 000 €,70,"Lisboa, Lumiar",1,1,Apartamento
719,232 500 €,57,"Odivelas, Pontinha e Famões",2,1,Apartamento
720,500 000 €,290,"Odivelas, Pontinha e Famões",4,3,Moradia
721,290 000 €,80,"Lisboa, Penha de França",3,1,Apartamento
722,110 000 €,147,"Amadora, Falagueira - Venda Nova",--,2,Trespasse
723,350 000 €,--,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",--,--,Terreno
724,70 000 €,305,"Vila Franca de Xira, Vila Franca de Xira",--,0,Terreno
