Address,Price,Property Type,Rooms,Bathrooms,Square Meters
"Moradias Restelo, Lisboa",3.200.000 €,Moradia Isolada,5,5,380
"Falagueira-Venda Nova, Lisboa",180.000 €,Apartamento,2,1,67
"Penha de França, Lisboa",Desde350.000 €,Apartamentos,1-2,1-3,38-90
"Rinchoa, Sintra",180.000 €,Apartamento,3,2,84
"Olivais Norte, Lisboa",219.000 €,Apartamento,3,1,68
"Arroios, Lisboa",630.000 €,Apartamento,2,2,2
"Campo de Ourique, Lisboa",395.000 €,Apartamento,1,1,2
"Santa Catarina, Lisboa, Lisboa",330.000 €,Apartamento,1,1,52
"Moradias Restelo, Lisboa",3.500.000 €,Moradia Isolada,5,6,350
"Olivais, Lisboa",249.000 €,Apartamento,2,1,60
"Vialonga, Lisboa",339.000 €,Apartamento,3,2,137
"Rio de Mouro, Lisboa",195.000 €,Apartamento,2,2,74
"Agualva e Mira-Sintra, Lisboa",200.000 €,Duplex,3,2,0
"Algueirão, Sintra",275.000 €,Moradia em Banda,2,1,74
"Venteira, Lisboa",200.000 €,Apartamento,3,1,68
"Alcabideche, Lisboa",1.590.000 €,Moradia Isolada,3,4,139
"Alverca do Ribatejo e Sobralinho, Lisboa",270.000 €,Apartamento,4,2,104
"Alcabideche, Lisboa",1.670.000 €,Moradia,3,5,155
"Centro de Carnaxide, Oeiras",350.000 €,Apartamento,3,2,89
"Galamares, Sintra",599.900 €,Moradia,3,3,129
"Carnaxide e Queijas, Lisboa",340.000 €,Apartamento,3,2,89
"Vialonga, Lisboa",120.000 €,Apartamento,3,1,73
"Cobre, Cascais",2.450.000 €,Moradia,8,6,459
"Algés, Oeiras",690.000 €,Apartamento,5,2,160
"Bairro de S. José, Cascais",495.000 €,Moradia Geminada,3,2,125
"Parque das Nações - Expo Sul, Lisboa",533.000 €,Apartamento,2,1,85
"Miraflores, Oeiras",750.000 €,Apartamento,5,4,189
"Vialonga, Vila Franca de Xira",Sob Consulta,Apartamento,2,2,85
"Águas Livres, Lisboa",215.000 €,Apartamento,2,1,90
"Mina, Amadora",465.000 €,Apartamento,3,2,106
"Mina, Amadora",370.000 €,Apartamento,2,1,72
"Mina, Amadora",445.000 €,Apartamento,3,2,106
"Mina, Amadora",350.000 €,Apartamento,2,1,62
"Mina, Amadora",485.000 €,Apartamento,3,2,115
"Mina, Amadora",480.000 €,Apartamento,3,2,106
"Avenidas Novas, Lisboa",1.440.000 €,Apartamento,4,4,220
"Ajuda, Lisboa",490.000 €,Moradia Geminada,2,1,51
"Abrunheira, Sintra",850.000 €,Moradia Isolada,4,3,165
"Parque dos Príncipes, Lisboa",740.000 €,Apartamento,3,2,123
"Cascais e Estoril, Lisboa",995.000 €,Apartamento,3,3,103
"Olivais Sul, Lisboa",399.000 €,Apartamento,4,2,130
"Moscavide, Loures",Sob Consulta,Apartamento,2,1,70
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",1.290.000 €,Moradia Isolada,5,4,265
"Falagueira-Venda Nova, Lisboa",269.000 €,Apartamento,3,2,106
"Olivais Norte, Lisboa",240.000 €,Apartamento,2,1,50
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",Sob Consulta,Apartamento,4,3,120
"Brandoa, Amadora",325.000 €,Apartamento,3,2,103
"C. Bordalo Pinheiro - Laranjeiras, Lisboa",Sob Consulta,Apartamento,4,3,147
"Lourel, Sintra, Sintra",395.000 €,Apartamento,2,1,120
"Samora Correia, Santarém",85.000 €,Moradia em Banda,1,1,35
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",419.900 €,Apartamento,4,2,84
"Finanças, Oeiras",390.000 €,Apartamento,2,1,73
"Falagueira-Venda Nova, Lisboa",189.000 €,Apartamento,2,1,61
"Águas Livres, Lisboa",164.000 €,Apartamento,1,1,59
"Tercena, Sintra",295.000 €,Apartamento,3,2,110
"Marvila, Lisboa",1.200.000 €,Apartamento,3,2,268
"Rio de Mouro, Lisboa",195.000 €,Apartamento,2,2,85
"Abrunheira, Sintra",249.000 €,Apartamento,2,2,80
"Parque das Nações, Lisboa",499.900 €,Apartamento,2,2,77
"Queluz, Sintra",219.000 €,Apartamento,2,1,67
"Falagueira, Amadora",199.900 €,Apartamento,3,2,95
"Cascais e Estoril, Lisboa",380.000 €,Apartamento,3,2,77
"Carnaxide e Queijas, Lisboa",350.000 €,Apartamento,3,2,89
"Misericórdia, Lisboa",499.000 €,Apartamento,2,1,90
"Reboleira, Águas Livres, Amadora",110.000 €,Apartamento,0,1,32
"Parque das Nações - Expo Sul, Lisboa",449.000 €,Apartamento,1,1,76
"Bairro Trigache Norte, Odivelas",990.000 €,Moradia Isolada,4,4,250
"São João de Brito, Lisboa",870.000 €,Apartamento,4,3,176
"Parque das Nações - Expo Sul, Lisboa",1.390.000 €,Apartamento,5,4,245
"Penha de França, Lisboa",449.000 €,Apartamento,7,3,130
"Estefânia, Sintra",415.844 €,Apartamento,3,2,95
"Largo da Paz, Lisboa",285.000 €,Apartamento,1,2,40
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",510.000 €,Apartamento,3,2,120
"À Igreja, Lisboa",260.000 €,Apartamento,1,1,55
"Águas Livres, Lisboa",210.000 €,Apartamento,2,1,80
"Abóboda, Cascais",800.000 €,Moradia,3,4,147
"Alcabideche, Lisboa",1.630.000 €,Moradia Isolada,4,5,154
"À Av. Gomes Pereira, Lisboa",Sob Consulta,Apartamento,4,4,200
"Rio de Mouro, Sintra",156.000 €,Apartamento,2,1,63
"Estrela, Lisboa",1.600.000 €,Moradia,586,2,
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",1.390.000 €,Duplex,3,4,210
"Est. de Benfica (Sete-Rios / Califa), Lisboa",250.000 €,Apartamento,2,1,55
"Portela, Loures",460.000 €,Apartamento,3,2,142
"Reboleira, Amadora",155.000 €,Apartamento,1,1,52
"Porto Salvo, Lisboa",220.000 €,Apartamento,3,1,74
"Campolide, Lisboa",480.000 €,Apartamento,2,2,105
"Arroios, Lisboa",422.000 €,Apartamento,4,2,120
"Arroios, Lisboa",Sob Consulta,Apartamento,2,1,33
"Odivelas Centro, Odivelas",Sob Consulta,Apartamento,3,1,76
"Remédios, Alfama, Lisboa",270.000 €,Apartamento,1,1,44
"Olivais, Lisboa",214.900 €,Apartamento,3,1,7
"Cascais e Estoril, Lisboa",1.250.000 €,Moradia Geminada,3,3,133
"Cascais e Estoril, Lisboa",1.100.000 €,Moradia Geminada,3,3,133
"Cascais e Estoril, Lisboa",1.250.000 €,Moradia Geminada,3,3,133
"Loures, Loures",233.000 €,Apartamento,2,1,85
"Agualva e Mira-Sintra, Lisboa",215.000 €,Apartamento,3,2,94
"Outurela de Carnaxide, Oeiras",200.000 €,Moradia,2,2,43
"Outurela de Carnaxide, Oeiras",175.000 €,Moradia Geminada,1,1,62
"Agualva e Mira-Sintra, Lisboa",209.000 €,Apartamento,3,2,97
"Beato, Lisboa",210.000 €,Apartamento,2,1,40
"Ajuda, Lisboa",840.000 €,Moradia,3,2,174
"Casal do Bispo, Odivelas",690.000 €,Moradia Isolada,4,3,207
"Queluz, Sintra",212.000 €,Apartamento,2,1,68
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",599.999 €,Apartamento,5,3,180
"São Domingos de Rana, Lisboa",149.500 €,Moradia,72,101,NAN
"Rio de Mouro, Sintra",298.000 €,Apartamento,3,2,122
"Arroios, Lisboa",380.000 €,Apartamento,4,1,3
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,75
"Belém, Lisboa",295.000 €,Duplex,1,2,80
"Misericórdia, Lisboa",320.000 €,Apartamento,1,1,68
"Caparica e Trafaria, Setúbal",320.000 €,Moradia em Banda,5,3,171
"Serra das Minas, Sintra",179.500 €,Apartamento,3,2,95
"Alvito, Lisboa",Sob Consulta,Apartamento,2,1,50
"Finanças, Oeiras",Sob Consulta,Apartamento,2,2,90
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",750.000 €,Moradia em Banda,4,4,225
"Almada, Almada",750.000 €,Moradia em Banda,4,4,215
"São Domingos de Benfica, Lisboa",780.000 €,Apartamento,3,3,2
"São Domingos de Benfica, Lisboa",610.000 €,Apartamento,2,2,1
"Alto dos Gaios, Cascais",475.000 €,Moradia,3,1,76
"Parque das Nações - Expo Sul, Lisboa",Sob Consulta,Apartamento,4,3,174
"Penha de França, Lisboa",249.000 €,Apartamento,3,1,59
"Galiza, Cascais",950.000 €,Moradia Isolada,4,4,170
"Santo António dos Cavaleiros, Loures, Loures",220.000 €,Apartamento,2,2,85
"Ajuda, Lisboa",275.000 €,Apartamento,2,1,64
"Leceia, Oeiras",325.000 €,Moradia,6,3,144
"Amadora, Amadora",365.000 €,Moradia,4,2,89
"Ajuda, Lisboa",595.500 €,Moradia,9,3,151
"Venteira, Amadora",135.000 €,Apartamento,1,1,46
"Cacém, Sintra",325.000 €,Moradia,5,3,110
"Alcabideche, Lisboa",435.000 €,Moradia Geminada,3,2,83
"Carenque, Amadora",190.000 €,Andar Moradia,2,1,52
"Aldeia de Juso, Cascais",399.000 €,Apartamento,6,3,97
"Algueirão-Mem Martins, Lisboa",595.000 €,Moradia Isolada,4,3,135
"Alto da Pampilheira, Cascais",520.000 €,Apartamento,3,2,80
"Massamá e Monte Abraão, Lisboa",Sob Consulta,Apartamento,3,2,149
"Benfica, Lisboa",329.900 €,Apartamento,1,1,48
"Penha de França, Lisboa",349.900 €,Apartamento,2,1,51
"Alvalade, Lisboa",480.000 €,Apartamento,3,2,105
"Agualva e Mira-Sintra, Lisboa",200.000 €,Duplex,3,-1,NAN
"Paço de Arcos, Oeiras",305.000 €,Apartamento,2,1,50
"Cacém e São Marcos, Lisboa",Sob Consulta,Duplex,4,1,134
"Cacém e São Marcos, Lisboa",Desde240.000 €,Apartamentos,1-2,1-2,71-98
"Falagueira, Amadora",250.000 €,Apartamento,2,2,69
"Queluz, Sintra",153.000 €,Apartamento,2,1,59
"Estrela, Lisboa",160.000 €,Apartamento,0,1,19
"Santo António, Lisboa",670.000 €,Apartamento,3,2,98
"São Vicente, Lisboa",235.000 €,Apartamento,2,1,58
"Corroios, Setúbal",799.000 €,Moradia Isolada,3,2,110
"Marvila, Lisboa",300.000 €,Apartamento,3,2,105
"Colinas do Golf, Oeiras",595.000 €,Moradia em Banda,4,3,190
"Est. de Benfica (Sete-Rios / Califa), Lisboa",289.900 €,Apartamento,1,1,45
"À Av. Gomes Pereira, Lisboa",895.000 €,Apartamento,3,2,162
"Olivais Norte, Lisboa",365.000 €,Duplex,3,1,110
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",750.000 €,Moradia em Banda,4,3,188
"Alcochete, Setúbal",198.000 €,Moradia,2,1,82
"São Vicente, Lisboa",289.000 €,Duplex,1,2,78
"Mina de Água, Lisboa",349.500 €,Apartamento,4,2,170
"Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira",129.000 €,Apartamento,1,1,59
"Algueirão-Mem Martins, Lisboa",185.000 €,Apartamento,2,1,63
"Costa de Caparica, Almada",449.000 €,Apartamento,2,1,70
"Linda-a-velha, Oeiras",320.000 €,Apartamento,3,2,90
"Penha de França, Lisboa",375.000 €,Apartamento,3,2,67
"Santa Catarina, Lisboa, Lisboa",450.000 €,Duplex,2,2,106
"Algueirão-Mem Martins, Lisboa",295.000 €,Apartamento,3,2,135
"Encosta do Sol, Lisboa",225.000 €,Apartamento,2,1,72
"Mina, Amadora",152.000 €,Apartamento,2,1,70
"Arroios, Lisboa",345.000 €,Apartamento,4,2,95
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",2.700.000 €,Moradia Isolada,6,6,420
"Santo António dos Cavaleiros e Frielas, Lisboa",Desde280.000 €,Apartamentos,1-4,1-3,85-209
"Alto da Barra, Oeiras",1.250.000 €,Apartamento,4,3,141
"Queluz, Sintra",Sob Consulta,Apartamento,2,1,47
"Chiado, Lisboa, Lisboa",999.500 €,Duplex,3,2,145
"Alapraia, Cascais",300.000 €,Apartamento,3,2,93
"Cascais e Estoril, Lisboa",565.000 €,Apartamento,1,1,1
"Agualva e Mira-Sintra, Lisboa",149.800 €,Apartamento,2,1,74
"Beato, Lisboa",190.000 €,Apartamento,1,1,59
"Olivais, Lisboa",480.000 €,Apartamento,4,2,108
"Olivais Sul, Lisboa",359.000 €,Apartamento,1,1,62
"Birre, Cascais",2.800.000 €,Moradia Isolada,4,5,626
"St.º António da Caparica, Almada",213.000 €,Apartamento,1,1,60
"Almada, Almada",310.000 €,Apartamento,2,2,70
"Almada, Almada",300.000 €,Apartamento,2,1,56
"Almada, Almada",300.000 €,Apartamento,2,1,56
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",390.000 €,Duplex,3,3,102
"Almada, Almada",390.000 €,Duplex,3,3,102
"Santo António dos Cavaleiros e Frielas, Lisboa",179.900 €,Apartamento,2,1,61
"Benfica, Lisboa",275.000 €,Apartamento,2,2,56
"Falagueira, Amadora",185.000 €,Apartamento,2,1,50
"Misericórdia, Lisboa",500.000 €,Apartamento,1,1,75
"Odivelas, Lisboa",275.000 €,Apartamento,2,1,70
"Ajuda, Lisboa",5.000.000 €,Moradia Isolada,5,6,665
"Olivais Norte, Lisboa",239.000 €,Apartamento,2,1,60
"Neudel, Amadora",Sob Consulta,Apartamento,3,2,79
"Águas Livres, Lisboa",Desde445.000 €,Apartamentos,3-4,2-3,122-1225
"Alvalade, Lisboa",385.000 €,Apartamento,2,2,77
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,70
"Loures, Loures",370.000 €,Apartamento,4,3,153
"Porto Salvo, Oeiras",215.000 €,Apartamento,2,1,55
"Jardim do Sol, Odivelas",265.000 €,Apartamento,2,1,68
"Alvalade, Lisboa",385.000 €,Apartamento,2,2,66
"Finanças, Oeiras",230.000 €,Apartamento,2,1,60
"São João da Caparica, Almada",739.000 €,Moradia em Banda,3,3,114
"Torres do Restelo, Lisboa",499.000 €,Apartamento,2,2,84
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,2,1,70
"Albarraque, Sintra",550.000 €,Moradia Geminada,3,3,165
"Carcavelos e Parede, Lisboa",765.000 €,Apartamento,3,3,119
"Carcavelos e Parede, Lisboa",755.000 €,Apartamento,3,3,119
"Monte Estoril, Cascais",899.000 €,Moradia Isolada,4,3,160
"Queluz, Sintra",Sob Consulta,Apartamento,2,1,80
"Santa Clara, Lisboa",275.000 €,Apartamento,1,1,72
"Rio de Mouro, Sintra",195.000 €,Apartamento,2,2,85
"Fitares, Sintra",195.000 €,Apartamento,2,2,85
"Porto Salvo, Oeiras",699.000 €,Moradia em Banda,5,4,216
"Santa Maria Maior, Lisboa",280.000 €,Apartamento,1,1,60
"Av. Novas/Arco do Cego, Lisboa",2.650.000 €,Apartamento,5,4,230
"Carcavelos e Parede, Lisboa",796.125 €,Apartamento,4,2,119
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",300.000 €,Apartamento,4,2,80
"Abrunheira, Sintra",254.000 €,Apartamento,3,2,106
"Parque das Nações, Lisboa",379.000 €,Apartamento,0,1,43
"Parque das Nações - Expo Sul, Lisboa",469.000 €,Apartamento,1,1,76
"Estefânia, Lisboa",415.500 €,Apartamento,1,1,60
"Campo de Ourique, Lisboa",Desde380.000 €,Apartamentos,1-2,2,54-71
"Carcavelos e Parede, Lisboa",495.000 €,Moradia Geminada,6,2,221
"Monte Abraão, Sintra",198.500 €,Apartamento,3,1,68
"Parque das Nações - Expo Norte, Lisboa",600.000 €,Apartamento,2,2,120
"Águas Livres, Lisboa",Sob Consulta,Apartamento,2,1,65
"Laranjeiras, Lisboa",Sob Consulta,Apartamento,4,3,170
"Vale Flores, Sintra",160.000 €,Apartamento,1,1,74
"Beato, Lisboa",299.900 €,Apartamento,1,1,45
"Marvila, Lisboa",Sob Consulta,Duplex,2,2,104
"Loures, Loures",760.000 €,Moradia Isolada,5,4,356
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,75
"Agualva e Mira-Sintra, Lisboa",124.500 €,Apartamento,1,1,46
"Porto Salvo, Lisboa",239.000 €,Apartamento,3,1,90
"Alto da Ajuda, Lisboa",450.000 €,Moradia Geminada,3,3,215
"Alcabideche, Cascais",330.000 €,Moradia Isolada,2,1,62
"Alto da Ajuda, Lisboa",899.000 €,Moradia Geminada,3,3,215
"Avenida da República, Lisboa",1.150.000 €,Apartamento,12,2,412
"Avenida da República, Lisboa",1.500.000 €,Apartamento,14,4,490
"Príncipe Real, Lisboa",Sob Consulta,Apartamento,2,2,59
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",Sob Consulta,Moradia Rústica,1,1,43
"Monte Caparica, Almada",390.000 €,Moradia Isolada,4,3,197
"Arroios, Lisboa",495.000 €,Apartamento,3,1,105
"Lapa, Lisboa, Lisboa",330.000 €,Apartamento,2,1,56
"Parque das Nações - Expo Norte, Lisboa",450.000 €,Apartamento,1,1,63
"Venteira, Lisboa",189.000 €,Apartamento,2,2,NAN
"Bicesse, Cascais",2.100.000 €,Moradia Isolada,7,6,411
"Parque das Nações - Expo Norte, Lisboa",590.000 €,Apartamento,2,2,104
"Carrascal, Sintra",795.000 €,Moradia Isolada,5,5,217
"Cacém e São Marcos, Lisboa",185.000 €,Apartamento,2,1,67
"Urb. Colinas do Cruzeiro, Odivelas",395.000 €,Apartamento,3,2,124
"Lapa, Lisboa, Lisboa",428.000 €,Duplex,3,2,107
"Estação, Sintra",399.000 €,Moradia Isolada,7,2,1114
"Algés, Oeiras",330.000 €,Apartamento,3,1,80
"Santa Cruz, Lisboa",980.000 €,Moradia Geminada,5,3,91
"Linda-a-velha, Oeiras",Sob Consulta,Apartamento,4,2,122
"Alcântara, Lisboa",315.000 €,Apartamento,2,1,66
"Parque das Nações, Lisboa",390.000 €,Apartamento,2,1,90
"Vale de Lobos Residence, Sintra",494.000 €,Moradia Geminada,2,3,153
"Carcavelos e Parede, Lisboa",645.000 €,Apartamento,3,2,100
"Algueirão, Sintra",520.000 €,Moradia Isolada,4,3,170
"Pontinha e Famões, Lisboa",210.000 €,Apartamento,3,1,77
"Buzano, Cascais",449.000 €,Apartamento,3,2,97
"Atrozela, Cascais",1.090.000 €,Moradia Isolada,4,6,374
"Atrozela, Cascais",1.085.000 €,Moradia Isolada,4,6,350
"Atrozela, Cascais",1.150.000 €,Moradia Isolada,4,6,276
"Loures, Loures",215.000 €,Apartamento,2,2,103
"Parque das Nações - Expo Centro, Lisboa",530.000 €,Apartamento,1,1,63
"Santa Maria Maior, Lisboa",325.000 €,Duplex,1,1,46
"Misericórdia, Lisboa",660.000 €,Apartamento,3,2,129
"Alfragide Sul, Amadora",Sob Consulta,Apartamento,4,2,79
"Belas Clube de Campo, Sintra",990.000 €,Duplex,4,5,243
"Águas Livres, Lisboa",194.000 €,Apartamento,4,2,104
"Santa Maria Maior, Lisboa",650.000 €,Apartamento,2,2,80
"Parque das Nações - Expo Sul, Lisboa",489.000 €,Apartamento,1,39,1
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,75
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",330.000 €,Apartamento,3,2,104
"Alcochete, Setúbal",650.000 €,Moradia em Banda,4,4,155
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",240.000 €,Moradia em Banda,2,1,74
"Lisboa, Lisboa",349.000 €,Duplex,2,2,84
"Santo António, Lisboa",1.080.000 €,Apartamento,3,2,147
"Pedreira Italiana, Oeiras",260.000 €,Moradia Rústica,336,336,NAN
"Parede e Carcavelos, Cascais",Sob Consulta,Moradia em Banda,5,4,180
"Algés, Oeiras",320.000 €,Apartamento,1,1,45
"Algés, Oeiras",560.000 €,Apartamento,2,3,106
"Algés, Oeiras",895.000 €,Apartamento,4,3,166
"Cacém e São Marcos, Lisboa",145.000 €,Apartamento,2,1,70
"Olivais Sul, Lisboa",249.000 €,Apartamento,2,1,63
"Estrela, Lisboa",249.000 €,Apartamento,1,1,44
"Olivais Sul, Lisboa",290.000 €,Apartamento,3,1,85
"Avenidas Novas, Lisboa",4.400.000 €,Apartamento,6,2,5
"Olivais Sul, Lisboa",230.000 €,Apartamento,2,1,50
"Granja da Paradela, Loures",1.400.000 €,Moradia Isolada,5,5,233
"Cacém e São Marcos, Lisboa",189.000 €,Apartamento,2,1,72
"Falagueira-Venda Nova, Lisboa",195.000 €,Apartamento,3,1,89
"Alvalade, Lisboa",Sob Consulta,Moradia,12,7,598
"Odivelas, Lisboa",120.000 €,Apartamento,3,1,65
"Alto dos Moinhos, Lisboa",205.000 €,Apartamento,0,1,38
"Alvalade, Lisboa",645.000 €,Apartamento,4,2,122
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",1.230.000 €,Apartamento,3,3,157
"Penha de França, Lisboa",310.000 €,Apartamento,2,1,68
"Alameda da Guia, Cascais",480.000 €,Apartamento,2,1,4
"Falagueira, Amadora",255.000 €,Apartamento,3,2,106
"Olivais Norte, Lisboa",248.900 €,Apartamento,4,1,105
"São Vicente, Lisboa",299.000 €,Duplex,2,1,71
"Santo António dos Cavaleiros e Frielas, Lisboa",205.000 €,Apartamento,3,80,1
"Saldanha, Lisboa",Sob Consulta,Apartamento,5,1,130
"Falagueira, Amadora",250.000 €,Apartamento,2,1,84
"Queluz e Belas, Lisboa",178.000 €,Apartamento,2,1,67
"Benfica, Lisboa",489.900 €,Apartamento,4,2,88
"Lourel, Sintra",420.000 €,Moradia,4,2,164
"Caparica e Trafaria, Setúbal",475.000 €,Moradia,2,2,108
"Alfragide, Lisboa",265.000 €,Apartamento,3,2,78
"Alfragide, Lisboa",220.000 €,Apartamento,2,1,78
"São Bento, Lisboa, Lisboa",845.000 €,Apartamento,3,2,118
"Lourel, Sintra",325.500 €,Moradia,3,2,95
"Venda Nova, Amadora",169.000 €,Apartamento,3,1,64
"Centro de Carnaxide, Oeiras",350.000 €,Apartamento,3,2,89
"Sacavém, Loures",165.000 €,Apartamento,1,1,55
"Chiado, Lisboa, Lisboa",225.000 €,Apartamento,1,1,41
"Estrela, Lisboa",700.000 €,Apartamento,4,2,146
"Campo de Ourique, Lisboa",449.900 €,Apartamento,2,1,50
"Estefânia, Lisboa",319.000 €,Apartamento,2,2,1
"Penha de França, Lisboa",260.000 €,Apartamento,2,1,44
"Estadio da Luz - Laranjeiras, Lisboa",Sob Consulta,Apartamento,3,3,124
"Falagueira, Amadora",210.000 €,Apartamento,2,1,55
"Alameda Conde Oeiras / Nova Oeiras, Oeiras",1.600.000 €,Moradia Isolada,7,5,358
"Areeiro, Lisboa",490.000 €,Apartamento,3,2,150
"CAMARATE, Loures",380.000 €,Apartamento,3,2,127
"CAMARATE, Loures",Sob Consulta,Apartamento,3,2,127
"Alverca do Ribatejo e Sobralinho, Lisboa",379.000 €,Apartamento,3,2,107
"Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira",199.000 €,Apartamento,2,2,93
"Olivais Sul, Lisboa",Sob Consulta,Moradia Geminada,5,3,160
"Ajuda, Lisboa",450.000 €,Apartamento,3,2,1
"Quinta Grande -Rio de Mouro, Sintra",460.000 €,Moradia,3,2,190
"Penha de França, Lisboa",240.000 €,Apartamento,1,1,33
"Venteira, Lisboa",159.000 €,Apartamento,3,1,92
"Parque das Nações, Lisboa",699.000 €,Apartamento,3,3,94
"Reboleira, Águas Livres, Amadora",Sob Consulta,Apartamento,2,70,1
"Santo António, Lisboa",895.000 €,Apartamento,4,2,4
"Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa",640.000 €,Moradia Isolada,4,3,199
"Avenidas Novas, Lisboa",630.000 €,Apartamento,3,2,94
"À Igreja, Lisboa",260.000 €,Apartamento,1,1,41
"À Igreja, Lisboa",360.000 €,Duplex,2,2,61
"À Igreja, Lisboa",550.000 €,Apartamento,2,1,70
"Largo da Paz, Lisboa",710.000 €,Duplex,3,2,111
"Largo da Paz, Lisboa",620.000 €,Apartamento,3,2,120
"São João da Talha, Loures",475.000 €,Moradia Isolada,3,3,142
"Marvila, Lisboa",240.000 €,Apartamento,3,1,71
"Bairro dos Actores, Lisboa",Sob Consulta,Apartamento,2,1,62
"Bairro dos Actores, Lisboa",345.000 €,Apartamento,3,2,76
"São Vicente, Lisboa",680.000 €,Apartamento,2,2,90
"Serra de Carnaxide, Oeiras",590.000 €,Apartamento,2,2,141
"Serra de Carnaxide, Oeiras",710.000 €,Apartamento,3,3,179
"Serra de Carnaxide, Oeiras",940.000 €,Duplex,4,5,275
"Serra de Carnaxide, Oeiras",720.000 €,Apartamento,3,3,179
"Chiado, Lisboa, Lisboa",279.000 €,Apartamento,1,1,75
"Santa Catarina, Lisboa, Lisboa",520.000 €,Apartamento,2,2,115
"Agualva e Mira-Sintra, Lisboa",179.000 €,Moradia,2,1,52
"Algueirão, Sintra",175.000 €,Apartamento,2,1,85
"Venda Seca, Sintra",450.000 €,Moradia,3,2,88
"Mina de Água, Amadora",160.000 €,Apartamento,3,2,67
"Marvila, Lisboa",189.500 €,Andar Moradia,1,3,36
"Quinta dos Barros - Alvalade, Lisboa",Sob Consulta,Duplex,4,4,183
"Lumiar, Lisboa",419.000 €,Apartamento,4,2,126
"Samouco, Setúbal",165.000 €,Apartamento,3,2,92
"Samouco, Setúbal",170.000 €,Apartamento,3,2,92
"Bairro de Belém, Lisboa",530.000 €,Moradia,2,1,67
"Jardins do Cristo Rei, Loures",1.675.000 €,Duplex,4,5,331
"Fontainhas, Cascais",345.000 €,Apartamento,2,1,70
"Loures, Lisboa",650.000 €,Apartamento,3,4,351
"Loures, Lisboa",650.000 €,Apartamento,3,4,342
"Picoas, Lisboa",598.500 €,Apartamento,2,2,72
"Quinta de S. Martinho, Cascais",1.250.000 €,Moradia,4,4,280
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",365.000 €,Apartamento,4,2,120
"Bairro de Santo António, Cascais",775.000 €,Moradia,5,4,211
"Miraflores, Oeiras",650.000 €,Apartamento,3,2,110
"J.Pimenta, Oeiras",155.000 €,Apartamento,1,1,42
"Queluz, Sintra",110.000 €,Apartamento,1,2,37
"Estrela, Lisboa",1.700.000 €,Apartamento,3,3,152
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,75
"Bairro Alto, Lisboa, Lisboa",279.000 €,Apartamento,0,1,64
"Restelo Estádio, Lisboa",770.000 €,Apartamento,4,3,216
"Bairro do Girassol, Odivelas",525.000 €,Moradia em Banda,3,4,145
"Soeiros - Laranjeiras, Lisboa",459.500 €,Apartamento,3,3,135
"Janelas Verdes, Lisboa, Lisboa",1.200.000 €,Apartamento,2,2,156
"Janelas Verdes, Lisboa, Lisboa",750.000 €,Apartamento,1,1,147
"Alameda / Arco do Cego, Lisboa",Sob Consulta,Apartamento,2,1,70
"Olivais Sul, Lisboa",435.000 €,Apartamento,5,2,170
"Alto Sto Amaro, Lisboa",1.350.000 €,Moradia,5,5,211
"Campolide, Lisboa",190.000 €,Apartamento,2,1,75
"Fitares, Sintra",175.000 €,Apartamento,2,1,83
"Funchalinho, Almada",450.000 €,Moradia Geminada,4,3,125
"Ajuda, Lisboa",399.000 €,Moradia,160,89,
"Jardins do Buzano, Parede, Cascais",600.000 €,Apartamento,4,3,171
"Areias de São João do Estoril, Cascais",1.490.000 €,Moradia,5,4,198
"Almargem do Bispo, Sintra",1.350.000 €,Moradia Isolada,4,4,280
"Lapa, Lisboa, Lisboa",995.000 €,Duplex,2,2,228
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,83
"Marvila, Lisboa",350.000 €,Apartamento,2,2,92
